customer_id,item_id,down_year,down_date,weekday
C5019,I-1037,2014,09-04-2014,5
C5019,I-1039,2014,10-18-2014,7
C5019,I-1040,2014,07-10-2014,5
C5020,I-1005,2014,10-05-2014,1
C5020,I-1007,2014,11-02-2014,1
C5020,I-1013,2014,02-21-2014,6
C5020,I-1023,2014,02-14-2014,6
C5020,I-1029,2014,08-01-2014,6
C5020,I-1042,2014,07-25-2014,6
C5021,I-1014,2014,09-14-2014,1
C5021,I-1022,2014,06-12-2014,5
C5021,I-1041,2014,07-16-2014,4
C5022,I-1008,2014,01-03-2014,6
C5022,I-1010,2014,03-23-2014,1
C5022,I-1019,2014,03-29-2014,7
C5022,I-1020,2014,01-16-2014,5
C5022,I-1021,2014,05-28-2014,4
C5022,I-1022,2014,01-15-2014,4
C5022,I-1044,2014,03-09-2014,1
C5022,I-1045,2014,10-18-2014,7
C5023,I-1013,2014,02-22-2014,7
C5024,I-1018,2014,05-15-2014,5
C5024,I-1019,2014,07-25-2014,6
C5024,I-1020,2014,10-03-2014,6
C5024,I-1021,2014,04-03-2014,5
C5024,I-1022,2014,11-23-2014,1
C5024,I-1030,2014,12-10-2014,4
C5024,I-1031,2014,11-15-2014,7
C5024,I-1032,2014,09-19-2014,6
C5024,I-1039,2014,11-13-2014,5
C5024,I-1044,2014,09-14-2014,1
C5025,I-1006,2014,03-28-2014,6
C5025,I-1013,2014,10-20-2014,2
C5025,I-1043,2014,09-20-2014,7
C5025,I-1044,2014,11-14-2014,6
C5025,I-1045,2014,08-07-2014,5
C5026,I-1002,2014,02-12-2014,4
C5026,I-1010,2014,10-28-2014,3
C5026,I-1016,2014,04-26-2014,7
C5026,I-1040,2014,07-01-2014,3
C5026,I-1041,2014,01-31-2014,6
C5026,I-1045,2014,02-18-2014,3
C5027,I-1008,2014,05-06-2014,3
C5027,I-1034,2014,05-30-2014,6
C5027,I-1036,2014,10-23-2014,5
C5027,I-1038,2014,05-20-2014,3
C5027,I-1041,2014,01-28-2014,3
C5028,I-1012,2014,06-22-2014,1
C5028,I-1018,2014,02-07-2014,6
C5028,I-1019,2014,11-07-2014,6
C5028,I-1020,2014,04-26-2014,7
C5028,I-1021,2014,04-07-2014,2
C5028,I-1022,2014,10-24-2014,6
C5028,I-1024,2014,07-19-2014,7
C5028,I-1031,2014,03-22-2014,7
C5028,I-1038,2014,01-01-2014,4
C5028,I-1045,2014,05-22-2014,5
C5029,I-1009,2014,01-23-2014,5
C5029,I-1013,2014,12-28-2014,1
C5029,I-1015,2014,01-21-2014,3
C5029,I-1017,2014,09-29-2014,2
C5029,I-1034,2014,07-26-2014,7
C5029,I-1036,2014,04-07-2014,2
C5030,I-1002,2014,10-12-2014,1
C5030,I-1020,2014,03-21-2014,6
C5030,I-1034,2014,10-08-2014,4
C5030,I-1037,2014,05-25-2014,1
C5030,I-1041,2014,08-26-2014,3
C5030,I-1045,2014,08-30-2014,7
C5032,I-1045,2014,11-15-2014,7
C5033,I-1003,2014,08-01-2014,6
C5033,I-1006,2014,11-30-2014,1
C5033,I-1027,2014,07-11-2014,6
C5033,I-1028,2014,09-25-2014,5
C5033,I-1039,2014,08-03-2014,1
C5033,I-1043,2014,02-12-2014,4
C5033,I-1044,2014,06-01-2014,1
C5034,I-1010,2014,04-25-2014,6
C5034,I-1039,2014,07-28-2014,2
C5034,I-1044,2014,08-02-2014,7
C5035,I-1002,2014,08-07-2014,5
C5035,I-1003,2014,08-03-2014,1
C5035,I-1007,2014,07-26-2014,7
C5035,I-1014,2014,03-20-2014,5
C5035,I-1019,2014,02-27-2014,5
C5035,I-1020,2014,06-06-2014,6
C5035,I-1021,2014,05-14-2014,4
C5035,I-1022,2014,05-14-2014,4
C5035,I-1028,2014,02-14-2014,6
C5035,I-1036,2014,10-30-2014,5
C5036,I-1007,2014,03-02-2014,1
C5036,I-1013,2014,02-09-2014,1
C5036,I-1015,2014,10-20-2014,2
C5036,I-1030,2014,10-23-2014,5
C5036,I-1032,2014,06-06-2014,6
C5036,I-1039,2014,05-18-2014,1
C5036,I-1042,2014,01-11-2014,7
C5036,I-1043,2014,01-10-2014,6
C5036,I-1045,2014,07-06-2014,1
C5037,I-1007,2014,05-27-2014,3
C5037,I-1012,2014,05-12-2014,2
C5037,I-1015,2014,02-06-2014,5
C5037,I-1018,2014,07-31-2014,5
C5037,I-1020,2014,01-07-2014,3
C5037,I-1021,2014,01-18-2014,7
C5037,I-1022,2014,12-23-2014,3
C5037,I-1044,2014,11-21-2014,6
C5038,I-1004,2014,04-04-2014,6
C5038,I-1012,2014,04-29-2014,3
C5038,I-1015,2014,04-21-2014,2
C5038,I-1017,2014,11-06-2014,5
C5038,I-1044,2014,06-16-2014,2
C5038,I-1045,2014,09-27-2014,7
C5039,I-1005,2014,12-04-2014,5
C5039,I-1006,2014,05-22-2014,5
C5039,I-1012,2014,05-03-2014,7
C5039,I-1022,2014,01-08-2014,4
C5039,I-1025,2014,07-26-2014,7
C5039,I-1029,2014,03-01-2014,7
C5039,I-1042,2014,10-20-2014,2
C5039,I-1043,2014,12-12-2014,6
C5039,I-1044,2014,07-11-2014,6
C5039,I-1045,2014,10-17-2014,6
C5040,I-1008,2014,02-07-2014,6
C5040,I-1010,2014,05-21-2014,4
C5040,I-1016,2014,09-05-2014,6
C5040,I-1018,2014,12-14-2014,1
C5040,I-1027,2014,06-17-2014,3
C5040,I-1044,2014,02-11-2014,3
C5040,I-1045,2014,12-16-2014,3
C5041,I-1002,2014,07-14-2014,2
C5041,I-1005,2014,05-04-2014,1
C5041,I-1007,2014,01-25-2014,7
C5041,I-1016,2014,12-12-2014,6
C5041,I-1031,2014,12-06-2014,7
C5041,I-1038,2014,11-08-2014,7
C5041,I-1042,2014,12-26-2014,6
C5042,I-1001,2014,01-11-2014,7
C5042,I-1005,2014,06-16-2014,2
C5042,I-1007,2014,06-23-2014,2
C5042,I-1011,2014,03-14-2014,6
C5042,I-1036,2014,11-03-2014,2
C5042,I-1038,2014,02-18-2014,3
C5042,I-1039,2014,02-07-2014,6
C5042,I-1040,2014,05-03-2014,7
C5042,I-1043,2014,09-03-2014,4
C5042,I-1045,2014,11-19-2014,4
C5043,I-1008,2014,09-23-2014,3
C5043,I-1010,2014,07-06-2014,1
C5043,I-1013,2014,12-27-2014,7
C5043,I-1015,2014,09-12-2014,6
C5043,I-1017,2014,07-24-2014,5
C5043,I-1019,2014,09-27-2014,7
C5043,I-1022,2014,03-20-2014,5
C5043,I-1043,2014,06-07-2014,7
C5043,I-1044,2014,04-23-2014,4
C5045,I-1018,2014,05-18-2014,1
C5045,I-1029,2014,05-16-2014,6
C5045,I-1045,2014,11-17-2014,2
C5046,I-1006,2014,03-14-2014,6
C5046,I-1007,2014,10-14-2014,3
C5046,I-1008,2014,01-22-2014,4
C5046,I-1010,2014,01-31-2014,6
C5046,I-1018,2014,11-02-2014,1
C5046,I-1026,2014,07-26-2014,7
C5046,I-1030,2014,12-28-2014,1
C5046,I-1042,2014,01-15-2014,4
C5046,I-1043,2014,09-24-2014,4
C5046,I-1045,2014,10-10-2014,6
C5047,I-1008,2014,12-21-2014,1
C5047,I-1012,2014,09-22-2014,2
C5047,I-1042,2014,01-05-2014,1
C5047,I-1043,2014,10-17-2014,6
C5048,I-1001,2014,06-12-2014,5
C5048,I-1007,2014,12-05-2014,6
C5048,I-1009,2014,09-12-2014,6
C5048,I-1012,2014,01-05-2014,1
C5048,I-1013,2014,09-21-2014,1
C5048,I-1041,2014,02-15-2014,7
C5048,I-1044,2014,08-26-2014,3
C5049,I-1007,2014,12-16-2014,3
C5049,I-1027,2014,11-30-2014,1
C5049,I-1042,2014,09-26-2014,6
C5049,I-1044,2014,01-17-2014,6
C5050,I-1006,2014,03-26-2014,4
C5050,I-1009,2014,12-28-2014,1
C5050,I-1010,2014,06-14-2014,7
C5050,I-1016,2014,06-01-2014,1
C5050,I-1018,2014,01-10-2014,6
C5050,I-1034,2014,03-22-2014,7
C5050,I-1044,2014,05-04-2014,1
C5051,I-1016,2014,01-16-2014,5
C5051,I-1019,2014,08-29-2014,6
C5051,I-1042,2014,01-07-2014,3
C5052,I-1012,2014,09-10-2014,4
C5052,I-1023,2014,06-06-2014,6
C5052,I-1025,2014,01-08-2014,4
C5052,I-1032,2014,01-15-2014,4
C5053,I-1006,2014,10-09-2014,5
C5053,I-1012,2014,11-03-2014,2
C5053,I-1018,2014,05-25-2014,1
C5053,I-1041,2014,12-19-2014,6
C5053,I-1043,2014,02-21-2014,6
C5054,I-1041,2014,05-08-2014,5
C5056,I-1014,2014,10-10-2014,6
C5056,I-1042,2014,12-27-2014,7
C5057,I-1002,2014,06-11-2014,4
C5057,I-1013,2014,02-16-2014,1
C5057,I-1016,2014,12-28-2014,1
C5057,I-1020,2014,10-05-2014,1
C5057,I-1035,2014,02-03-2014,2
C5057,I-1040,2014,06-02-2014,2
C5058,I-1010,2014,01-23-2014,5
C5058,I-1013,2014,03-13-2014,5
C5058,I-1043,2014,03-05-2014,4
C5058,I-1044,2014,10-24-2014,6
C5058,I-1045,2014,02-06-2014,5
C5059,I-1003,2014,04-18-2014,6
C5059,I-1004,2014,10-15-2014,4
C5059,I-1006,2014,08-14-2014,5
C5059,I-1007,2014,10-14-2014,3
C5059,I-1010,2014,12-06-2014,7
C5059,I-1016,2014,11-02-2014,1
C5059,I-1017,2014,04-12-2014,7
C5059,I-1023,2014,12-24-2014,4
C5059,I-1042,2014,12-10-2014,4
C5060,I-1003,2014,12-05-2014,6
C5060,I-1008,2014,11-21-2014,6
C5060,I-1009,2014,08-25-2014,2
C5060,I-1031,2014,02-21-2014,6
C5060,I-1033,2014,01-31-2014,6
C5060,I-1037,2014,05-08-2014,5
C5060,I-1038,2014,06-28-2014,7
C5061,I-1025,2014,01-30-2014,5
C5061,I-1032,2014,02-20-2014,5
C5061,I-1044,2014,06-18-2014,4
C5062,I-1016,2014,07-29-2014,3
C5063,I-1006,2014,03-10-2014,2
C5063,I-1009,2014,08-01-2014,6
C5063,I-1013,2014,02-26-2014,4
C5063,I-1041,2014,04-14-2014,2
C5063,I-1042,2014,01-25-2014,7
C5063,I-1045,2014,01-30-2014,5
C5064,I-1011,2014,04-03-2014,5
C5064,I-1017,2014,11-14-2014,6
C5064,I-1035,2014,07-08-2014,3
C5064,I-1036,2014,02-16-2014,1
C5065,I-1005,2014,12-05-2014,6
C5065,I-1007,2014,07-02-2014,4
C5065,I-1009,2014,11-11-2014,3
C5065,I-1015,2014,06-22-2014,1
C5065,I-1021,2014,10-07-2014,3
C5065,I-1035,2014,05-24-2014,7
C5065,I-1041,2014,03-27-2014,5
C5065,I-1043,2014,02-21-2014,6
C5065,I-1045,2014,02-02-2014,1
C5066,I-1011,2014,01-18-2014,7
C5066,I-1036,2014,08-30-2014,7
C5066,I-1044,2014,09-18-2014,5
C5067,I-1006,2014,06-06-2014,6
C5067,I-1010,2014,07-14-2014,2
C5067,I-1017,2014,04-28-2014,2
C5067,I-1025,2014,09-05-2014,6
C5067,I-1029,2014,08-24-2014,1
C5067,I-1031,2014,03-28-2014,6
C5067,I-1041,2014,03-16-2014,1
C5067,I-1043,2014,06-14-2014,7
C5067,I-1044,2014,01-17-2014,6
C5067,I-1045,2014,05-23-2014,6
C5068,I-1009,2014,05-06-2014,3
C5068,I-1011,2014,12-15-2014,2
C5068,I-1015,2014,03-04-2014,3
C5068,I-1019,2014,10-30-2014,5
C5068,I-1022,2014,03-25-2014,3
C5068,I-1031,2014,10-22-2014,4
C5070,I-1016,2014,07-17-2014,5
C5070,I-1019,2014,12-03-2014,4
C5070,I-1022,2014,01-17-2014,6
C5071,I-1007,2014,08-19-2014,3
C5071,I-1010,2014,04-28-2014,2
C5071,I-1045,2014,11-04-2014,3
C5072,I-1006,2014,12-21-2014,1
C5072,I-1010,2014,01-12-2014,1
C5072,I-1012,2014,01-23-2014,5
C5072,I-1029,2014,05-18-2014,1
C5072,I-1040,2014,02-22-2014,7
C5072,I-1041,2014,09-14-2014,1
C5072,I-1042,2014,01-25-2014,7
C5072,I-1044,2014,11-10-2014,2
C5073,I-1001,2014,10-28-2014,3
C5073,I-1011,2014,02-10-2014,2
C5073,I-1028,2014,09-20-2014,7
C5073,I-1035,2014,07-29-2014,3
C5073,I-1040,2014,05-16-2014,6
C5073,I-1042,2014,03-04-2014,3
C5074,I-1006,2014,05-21-2014,4
C5075,I-1005,2014,05-09-2014,6
C5075,I-1019,2014,06-07-2014,7
C5076,I-1019,2014,09-02-2014,3
C5077,I-1016,2014,01-17-2014,6
C5077,I-1034,2014,03-29-2014,7
C5077,I-1041,2014,02-14-2014,6
C5077,I-1043,2014,02-09-2014,1
C5077,I-1044,2014,01-23-2014,5
C5078,I-1004,2014,08-20-2014,4
C5078,I-1008,2014,04-12-2014,7
C5078,I-1009,2014,10-26-2014,1
C5078,I-1013,2014,09-08-2014,2
C5078,I-1015,2014,04-19-2014,7
C5078,I-1020,2014,10-06-2014,2
C5078,I-1035,2014,06-02-2014,2
C5078,I-1045,2014,12-02-2014,3
C5079,I-1013,2014,01-24-2014,6
C5079,I-1042,2014,11-07-2014,6
C5080,I-1006,2014,08-03-2014,1
C5080,I-1013,2014,03-18-2014,3
C5080,I-1019,2014,07-25-2014,6
C5080,I-1020,2014,01-12-2014,1
C5080,I-1021,2014,11-08-2014,7
C5080,I-1043,2014,03-02-2014,1
C5080,I-1044,2014,07-29-2014,3
C5080,I-1045,2014,11-29-2014,7
C5081,I-1004,2014,06-21-2014,7
C5081,I-1009,2014,02-28-2014,6
C5081,I-1016,2014,04-19-2014,7
C5081,I-1019,2014,01-12-2014,1
C5081,I-1020,2014,04-09-2014,4
C5081,I-1021,2014,06-19-2014,5
C5081,I-1022,2014,01-17-2014,6
C5081,I-1031,2014,12-17-2014,4
C5082,I-1008,2014,01-27-2014,2
C5082,I-1042,2014,02-14-2014,6
C5082,I-1045,2014,06-28-2014,7
C5083,I-1007,2014,07-10-2014,5
C5083,I-1010,2014,11-25-2014,3
C5083,I-1011,2014,04-23-2014,4
C5083,I-1012,2014,04-01-2014,3
C5083,I-1016,2014,09-02-2014,3
C5083,I-1024,2014,02-23-2014,1
C5083,I-1031,2014,05-10-2014,7
C5083,I-1032,2014,08-30-2014,7
C5083,I-1037,2014,08-15-2014,6
C5084,I-1019,2014,05-20-2014,3
C5084,I-1022,2014,10-16-2014,5
C5084,I-1041,2014,04-04-2014,6
C5085,I-1006,2014,02-25-2014,3
C5085,I-1008,2014,12-10-2014,4
C5085,I-1044,2014,05-23-2014,6
C5085,I-1045,2014,04-19-2014,7
C5086,I-1006,2014,06-23-2014,2
C5086,I-1010,2014,07-23-2014,4
C5086,I-1014,2014,09-04-2014,5
C5086,I-1021,2014,05-15-2014,5
C5086,I-1023,2014,02-15-2014,7
C5086,I-1027,2014,05-21-2014,4
C5086,I-1029,2014,07-08-2014,3
C5086,I-1044,2014,07-04-2014,6
C5086,I-1045,2014,10-18-2014,7
C5087,I-1010,2014,12-24-2014,4
C5087,I-1016,2014,03-10-2014,2
C5087,I-1017,2014,05-20-2014,3
C5087,I-1031,2014,05-09-2014,6
C5087,I-1034,2014,09-21-2014,1
C5087,I-1038,2014,02-07-2014,6
C5088,I-1020,2014,12-03-2014,4
C5089,I-1002,2014,11-13-2014,5
C5089,I-1007,2014,02-01-2014,7
C5089,I-1008,2014,01-04-2014,7
C5089,I-1010,2014,08-03-2014,1
C5089,I-1013,2014,01-10-2014,6
C5089,I-1039,2014,06-20-2014,6
C5089,I-1044,2014,04-29-2014,3
C5090,I-1019,2014,11-14-2014,6
C5091,I-1002,2014,11-16-2014,1
C5091,I-1008,2014,05-28-2014,4
C5091,I-1010,2014,09-10-2014,4
C5091,I-1013,2014,06-19-2014,5
C5091,I-1019,2014,06-21-2014,7
C5091,I-1022,2014,06-15-2014,1
C5091,I-1036,2014,07-20-2014,1
C5091,I-1043,2014,10-12-2014,1
C5091,I-1045,2014,10-24-2014,6
C5092,I-1005,2014,04-08-2014,3
C5092,I-1010,2014,08-08-2014,6
C5092,I-1012,2014,12-06-2014,7
C5092,I-1032,2014,05-15-2014,5
C5092,I-1036,2014,04-27-2014,1
C5092,I-1039,2014,04-04-2014,6
C5093,I-1008,2014,09-21-2014,1
C5093,I-1040,2014,09-01-2014,2
C5093,I-1041,2014,01-17-2014,6
C5093,I-1044,2014,02-22-2014,7
C5093,I-1045,2014,07-06-2014,1
C5094,I-1001,2014,05-25-2014,1
C5094,I-1002,2014,05-06-2014,3
C5094,I-1006,2014,12-07-2014,1
C5094,I-1007,2014,12-03-2014,4
C5094,I-1009,2014,05-11-2014,1
C5094,I-1016,2014,12-06-2014,7
C5094,I-1019,2014,09-15-2014,2
C5094,I-1020,2014,08-17-2014,1
C5094,I-1028,2014,12-03-2014,4
C5094,I-1043,2014,11-18-2014,3
C5094,I-1045,2014,03-16-2014,1
C5095,I-1003,2014,02-18-2014,3
C5095,I-1005,2014,07-22-2014,3
C5095,I-1008,2014,06-29-2014,1
C5095,I-1013,2014,02-24-2014,2
C5095,I-1016,2014,05-12-2014,2
C5095,I-1043,2014,02-07-2014,6
C5095,I-1044,2014,03-15-2014,7
C5096,I-1002,2014,06-27-2014,6
C5096,I-1009,2014,03-30-2014,1
C5096,I-1010,2014,05-01-2014,5
C5096,I-1014,2014,02-04-2014,3
C5096,I-1015,2014,02-15-2014,7
C5096,I-1035,2014,03-12-2014,4
C5096,I-1036,2014,08-03-2014,1
C5096,I-1039,2014,11-06-2014,5
C5096,I-1041,2014,10-25-2014,7
C5096,I-1042,2014,03-16-2014,1
C5098,I-1002,2014,09-17-2014,4
C5098,I-1006,2014,06-26-2014,5
C5098,I-1008,2014,08-03-2014,1
C5098,I-1014,2014,03-22-2014,7
C5098,I-1016,2014,04-26-2014,7
C5098,I-1024,2014,05-30-2014,6
C5098,I-1025,2014,06-03-2014,3
C5098,I-1026,2014,09-30-2014,3
C5098,I-1031,2014,04-03-2014,5
C5098,I-1039,2014,03-31-2014,2
C5098,I-1042,2014,10-31-2014,6
C5098,I-1043,2014,03-06-2014,5
C5098,I-1044,2014,08-08-2014,6
C5098,I-1045,2014,05-24-2014,7
C5099,I-1010,2014,08-02-2014,7
C5099,I-1013,2014,11-08-2014,7
C5099,I-1014,2014,11-16-2014,1
C5099,I-1017,2014,04-29-2014,3
C5099,I-1042,2014,10-24-2014,6
C5099,I-1044,2014,03-21-2014,6
C5099,I-1045,2014,06-15-2014,1
C5100,I-1007,2014,10-10-2014,6
C5100,I-1019,2014,06-15-2014,1
C5100,I-1041,2014,01-19-2014,1
C5100,I-1043,2014,08-31-2014,1
C5101,I-1011,2014,01-08-2014,4
C5101,I-1019,2014,04-13-2014,1
C5101,I-1020,2014,02-18-2014,3
C5101,I-1021,2014,02-02-2014,1
C5101,I-1022,2014,04-14-2014,2
C5101,I-1039,2014,08-01-2014,6
C5102,I-1002,2014,06-29-2014,1
C5102,I-1025,2014,12-18-2014,5
C5102,I-1035,2014,06-15-2014,1
C5102,I-1037,2014,05-24-2014,7
C5102,I-1040,2014,05-15-2014,5
C5102,I-1045,2014,05-12-2014,2
C5103,I-1003,2014,12-27-2014,7
C5103,I-1013,2014,10-10-2014,6
C5103,I-1019,2014,03-24-2014,2
C5103,I-1020,2014,03-21-2014,6
C5103,I-1045,2014,10-25-2014,7
C5104,I-1039,2014,03-30-2014,1
C5106,I-1010,2014,04-27-2014,1
C5106,I-1012,2014,07-18-2014,6
C5106,I-1017,2014,12-17-2014,4
C5106,I-1024,2014,06-14-2014,7
C5106,I-1040,2014,12-28-2014,1
C5106,I-1044,2014,07-25-2014,6
C5107,I-1011,2014,05-25-2014,1
C5107,I-1012,2014,06-01-2014,1
C5107,I-1013,2014,06-14-2014,7
C5107,I-1014,2014,08-22-2014,6
C5107,I-1016,2014,01-29-2014,4
C5107,I-1036,2014,10-01-2014,4
C5107,I-1039,2014,10-14-2014,3
C5107,I-1042,2014,09-30-2014,3
C5107,I-1044,2014,08-15-2014,6
C5108,I-1008,2014,01-25-2014,7
C5108,I-1020,2014,12-15-2014,2
C5108,I-1021,2014,06-20-2014,6
C5108,I-1035,2014,09-04-2014,5
C5108,I-1042,2014,05-29-2014,5
C5108,I-1044,2014,03-05-2014,4
C5109,I-1001,2014,06-03-2014,3
C5109,I-1008,2014,10-25-2014,7
C5109,I-1041,2014,01-27-2014,2
C5109,I-1044,2014,08-04-2014,2
C5109,I-1045,2014,06-17-2014,3
C5111,I-1019,2014,01-31-2014,6
C5111,I-1020,2014,01-03-2014,6
C5111,I-1042,2014,10-21-2014,3
C5111,I-1045,2014,03-18-2014,3
C5112,I-1002,2014,10-17-2014,6
C5112,I-1006,2014,02-02-2014,1
C5112,I-1019,2014,11-20-2014,5
C5112,I-1030,2014,02-17-2014,2
C5112,I-1034,2014,07-18-2014,6
C5112,I-1038,2014,02-13-2014,5
C5112,I-1040,2014,02-24-2014,2
C5112,I-1044,2014,04-13-2014,1
C5112,I-1045,2014,01-25-2014,7
C5113,I-1003,2014,10-26-2014,1
C5113,I-1005,2014,03-30-2014,1
C5113,I-1009,2014,12-09-2014,3
C5113,I-1013,2014,09-09-2014,3
C5113,I-1015,2014,07-14-2014,2
C5113,I-1018,2014,01-02-2014,5
C5113,I-1036,2014,08-30-2014,7
C5113,I-1045,2014,03-23-2014,1
C5114,I-1003,2014,07-29-2014,3
C5114,I-1010,2014,11-02-2014,1
C5114,I-1011,2014,06-05-2014,5
C5114,I-1019,2014,09-12-2014,6
C5114,I-1020,2014,04-13-2014,1
C5114,I-1021,2014,03-07-2014,6
C5114,I-1022,2014,03-01-2014,7
C5114,I-1036,2014,07-05-2014,7
C5114,I-1045,2014,11-10-2014,2
C5115,I-1007,2014,08-04-2014,2
C5115,I-1014,2014,07-07-2014,2
C5115,I-1037,2014,01-16-2014,5
C5115,I-1041,2014,08-10-2014,1
C5116,I-1001,2014,04-10-2014,5
C5116,I-1008,2014,05-29-2014,5
C5116,I-1013,2014,06-25-2014,4
C5116,I-1016,2014,01-12-2014,1
C5116,I-1032,2014,09-23-2014,3
C5116,I-1041,2014,08-23-2014,7
C5116,I-1045,2014,07-20-2014,1
C5117,I-1009,2014,09-14-2014,1
C5117,I-1042,2014,06-15-2014,1
C5119,I-1016,2014,12-12-2014,6
C5119,I-1020,2014,06-07-2014,7
C5119,I-1039,2014,10-08-2014,4
C5119,I-1043,2014,08-17-2014,1
C5120,I-1001,2014,04-05-2014,7
C5120,I-1008,2014,07-24-2014,5
C5120,I-1012,2014,01-07-2014,3
C5120,I-1013,2014,07-26-2014,7
C5120,I-1015,2014,05-31-2014,7
C5120,I-1018,2014,02-13-2014,5
C5120,I-1038,2014,08-07-2014,5
C5120,I-1040,2014,11-07-2014,6
C5120,I-1041,2014,01-18-2014,7
C5121,I-1015,2014,09-05-2014,6
C5121,I-1017,2014,04-20-2014,1
C5121,I-1038,2014,05-11-2014,1
C5122,I-1012,2014,04-07-2014,2
C5122,I-1020,2014,08-15-2014,6
C5122,I-1021,2014,03-08-2014,7
C5122,I-1022,2014,09-02-2014,3
C5122,I-1039,2014,04-18-2014,6
C5123,I-1006,2014,12-27-2014,7
C5123,I-1007,2014,11-12-2014,4
C5123,I-1012,2014,01-30-2014,5
C5123,I-1013,2014,07-28-2014,2
C5123,I-1016,2014,01-05-2014,1
C5123,I-1018,2014,09-07-2014,1
C5123,I-1019,2014,05-17-2014,7
C5123,I-1020,2014,04-30-2014,4
C5123,I-1021,2014,03-06-2014,5
C5123,I-1022,2014,09-11-2014,5
C5123,I-1026,2014,03-01-2014,7
C5123,I-1034,2014,07-18-2014,6
C5123,I-1043,2014,10-21-2014,3
C5123,I-1045,2014,12-26-2014,6
