prd_company,num_movies,com_dom_bo,com_wrld_bo,com_dom_power,com_wrld_power
Benderspink Productions,14,685402199,1182032324,0.141646807082895,0.244281539813638
Point Grey,12,683613796,1041048769,0.141277211573722,0.215145551563117
Warner Animation Group,15,682301274,1354499072,0.141005962735015,0.279923917701851
Alphaville,7,678508753,1685520591,0.140222191554782,0.348333592066027
Dimension Films,25,676013253,1286063958,0.139706465740667,0.265780958422472
Rideback,6,672958952,1711622208,0.139075256816693,0.353727812734045
Will Packer Productions,16,664565659,801293202,0.137340679431187,0.165597110377128
Bagdasarian Company,4,655935962,1404694725,0.1355572462471,0.29029746769522
Don Murphy,2,647550946,1940573771,0.133824379405599,0.401043473411679
Tom DeSanto,2,647550946,1940573771,0.133824379405599,0.401043473411679
NPV Entertainment,5,641119275,1530143484,0.132495195369296,0.316222998997551
Tom Cruise Productions,5,639730779,1968654503,0.132208245567655,0.406846702572825
Fuji Television Network,18,634652116,1941497752,0.131158677300659,0.401234425466759
Mad Chance,12,632323793,1190477651,0.13067750067285,0.246026870666189
BBC Films,151,630155438,1753443753,0.130229383402698,0.362370750158475
DMG Entertainment,9,624771531,1754301084,0.129116732703161,0.362547928170072
A Band Apart,9,607790772,1485237887,0.125607449689912,0.30694270423853
Atomic Monster,16,602441306,1736194167,0.124501916647264,0.358805910734314
Troublemaker Studios,11,600283124,1371465183,0.124055901752871,0.283430173525469
Lawrence Gordon,9,596369735,1142909474,0.123247151711607,0.236196320952992
Joint Effort,5,593678548,1593594646,0.122690984768505,0.329335963204717
Red Wagon Entertainment,8,592747124,1213097997,0.122498494525794,0.250701643800394
Cube Vision,8,590237799,687520633,0.121979911605135,0.142084607563479
Reliance BIG Entertainment,14,584336381,1168625825,0.120760310882843,0.241510921656474
Media Rights Capital,13,580236863,1457114591,0.119913094991026,0.301130678702489
Gracie Films,7,574925763,1145275610,0.118815490754863,0.236685312103025
Team Todd,9,570179906,991325568,0.11783470094721,0.204869639595126
Closest to the Hole,11,567778053,858583611,0.117338328439172,0.177436879089809
Tyler Perry Studios,11,566109847,594121779,0.116993573120614,0.122782583914294
DC Films,3,564086102,1802839849,0.116575341288241,0.372579061848995
Mutual Film Company,5,560484182,1192779027,0.115830960152446,0.24650247836452
FilmNation Entertainment,54,554658056,1247406791,0.114626919449387,0.257791978689975
Jerry Weintraub,6,549401626,1219383152,0.113540613442139,0.25200054850054
Broken Road,12,548166999,1115171321,0.113285462564678,0.230463889962022
Nu Image,18,535583036,1521635080,0.110684831603762,0.314464632505979
Robert Simonds Company,7,533966250,818504289,0.110350702861586,0.169153993508715
Good Universe,15,532850614,865972183,0.110120142939985,0.178963818504694
Morgan Creek Productions,10,531118944,938175174,0.109762272004089,0.193885455978146
Di Novi Pictures,12,530457978,830125497,0.10962567523853,0.17155565928984
Entertainment One,58,526798834,1075792472,0.10886946805826,0.222325765754677
Phoenix Pictures,17,526092393,1479968171,0.108723473323799,0.305853652515728
Saturn Films,11,524753235,1177010808,0.108446719827594,0.243243781678118
UK Film Council,71,524112124,1717568179,0.108314226342356,0.354956620882583
Maverick Films,3,522364166,1137610548,0.107952989290627,0.235101232623886
Cross Creek Pictures,22,521931372,1443848233,0.107863547079449,0.298389022409205
Sony Pictures,21,517049935,1011858602,0.106854737994747,0.209113043993402
Laurence Mark,7,510849614,973707076,0.105573365285671,0.201228561201948
MARV Films,14,508975133,1446324011,0.105185980697505,0.298900672429088
The Mark Gordon Company,13,503601298,1428223025,0.104075411500834,0.295159880707537
Montecito Picture Company,15,494456516,900314516,0.102185529656774,0.186061084641752
Rogue Pictures,17,489302777,961548424,0.101120446009605,0.198715825998086
Valhalla Motion Pictures,5,487720737,1093526058,0.100793497956324,0.225990629740662
Newmarket Films,4,478862407,795497576,0.098962814946527,0.164399372874761
Image Nation Abu Dhabi,16,475587858,909473247,0.098286089060378,0.187953849218483
CBS Films,20,474207071,820511042,0.098000732418545,0.169568713734983
Image Nation,11,473309751,1380111234,0.097815290187521,0.285216986465102
Lord Miller,4,472245852,876699376,0.097595422354257,0.181180725073755
Beacon Pictures,10,470664253,866434673,0.097268565439058,0.179059397760062
Smart Entertainment,4,467780755,909231281,0.096672655058955,0.18790384396409
Constantin Film,23,467715018,1820998105,0.096659069698168,0.376331689121488
David Brown,4,465896331,788887301,0.096283215627363,0.163033278121847
3 Arts Entertainment,13,462329651,884645415,0.095546117271648,0.182822871910967
Wigram Productions,4,459047991,1251494357,0.094867921809757,0.258636724553769
Wendy Fineman Productions,2,454891598,1005923792,0.094008951998614,0.207886542402993
Dreamworks LLC,3,453238496,924463558,0.093667318107705,0.191051781634556
Stage 6 Films,26,452431060,845491616,0.093500451512455,0.174731257058247
Hemisphere Media Capital,3,452398349,1534275658,0.093493691381377,0.317076963654019
Hartbeat Productions,12,451155968,1068224850,0.093236938044304,0.220761823451786
M6 Films,13,444035404,1244523069,0.091765385783893,0.257196022017512
Cine Plus,97,439929082,1660943149,0.090916763761666,0.343254360936269
Leverage,12,438052286,663026102,0.090528900750234,0.137022511013154
Jon Peters,3,434308866,844086176,0.089755276896468,0.174440805570293
STX Entertainment,15,433669642,727330888,0.089623173383023,0.150311887134705
Mark Johnson,2,433332447,1137880860,0.089553487882766,0.23515709592834
Animal Logic,9,428191278,994586515,0.088491001980932,0.205543554460428
Birnbaum/Barber,5,425522703,916754397,0.087939508086161,0.189458588553864
Anonymous Content,36,425305807,1087134808,0.087894683856076,0.224669799201908
Open Road Films,21,422062115,737406191,0.087224334949068,0.152394072605404
Monkeypaw Pictures,5,420992438,625676761,0.087003273020931,0.12930380963312
Grive Productions,6,414232430,894192917,0.085606234099183,0.184795980803659
Tapestry Films,7,414226042,571169500,0.085604913940297,0.118039212736949
Wanda Pictures,1,412563408,821133378,0.085261310144174,0.169697327135205
Eddie Murphy Production,3,405499640,724280938,0.083801495476765,0.149681577398476
Waverly Films,5,403485573,930942894,0.083385263722304,0.192390816230238
Solana Films,6,401360355,890417130,0.082946061244556,0.184015667910652
Rainforest Films,5,400393818,462105405,0.082746314467879,0.095499774073526
2.0 Entertainment,4,393034174,913342963,0.081225353380524,0.188753573696341
Junction Entertainment,2,392966503,788649214,0.081211368334815,0.162984074510585
Tig Productions,4,387510797,934023590,0.080083879487521,0.19302748000609
Contrafilm,9,381207362,897101065,0.078781197000206,0.185396985409897
STX Films,13,379538664,535508047,0.078436340003788,0.110669334203211
Radar Pictures,19,378549701,1047010999,0.078231958617971,0.216377719834281
87Eleven Inc.,6,374798711,713149928,0.077456770330459,0.147381217072221
Trigger Street Productions,8,374332570,996333807,0.077360436550969,0.205904653875053
Radiant Productions,3,374137787,900293475,0.077320182244718,0.186056736259923
Brownstone,7,371996159,659963961,0.076877588438334,0.136389681856609
Ghost House Pictures,7,371562061,669355295,0.076787876739494,0.138330516708452
Tim Burton,7,370227774,1092194480,0.076512129895439,0.225715442744826
HBO Films,12,369323308,872509908,0.076325210855492,0.180314919906451
Pariah Productions,12,369182502,772511520,0.076296111561169,0.159649021264307
TF1 Film Productions,29,368616343,1784359327,0.076179107829975,0.368759834337988
7 Bucks Productions,3,366769609,957003027,0.075797457501142,0.197776463718663
Tall Trees,5,365632413,711395772,0.075562441939969,0.147018699127446
Douglas Wick,3,365096320,810892716,0.075451651718023,0.167580968190294
Olive Bridge Entertainment,6,363987257,760204377,0.075222450187837,0.157105598566209
China Film Company,8,359059989,2751706519,0.074204169562446,0.568674047171443
Seed Productions,3,358821837,828649315,0.074154952518133,0.171250588096199
KatzSmith Productions,2,358037277,745233267,0.073992813530066,0.154011634273301
K/O Paper Products,5,357337072,987733286,0.073848107541818,0.204127250270751
Initial Entertainment Group,7,353069902,760022235,0.072966244299095,0.157067956678317
John Calley,2,350911984,1258696305,0.072520283963553,0.260125095820254
22nd & Indiana,1,350126372,547326372,0.072357927566728,0.113111736640437
Huayi Brothers Pictures Ltd,12,349346114,763686433,0.072196677639952,0.157825208329942
Affirm Films,12,349118026,391935374,0.072149540445205,0.080998272825705
IM Global,44,344718979,725224708,0.071240423195995,0.149876619094163
Apatow Productions,9,343589627,455078285,0.071007028694043,0.094047533166741
Kerner Entertainment Company,5,341637932,1253861140,0.070603686881669,0.259125849414321
Lego Systems A/S,3,340838447,623528255,0.070438463458508,0.128859794403314
Wonderland Sound and Vision,12,339697891,768722628,0.070202753511947,0.158866000061625
Mad Ghost Productions,3,335061807,1146894640,0.069244649646908,0.237019904595442
Reuben Cannon Productions,7,334770632,336321378,0.069184474746517,0.069504955509224
Aardman Animations,8,332685255,1070488359,0.068753505902173,0.221229605468128
Cannell Studios,2,330167004,534146305,0.068233078313665,0.110387913445221
Steve Tisch Productions,1,330151138,679850637,0.068229799409331,0.140499508412464
Beaglepug,3,327794414,884080177,0.067742753365034,0.182706058515769
American Zoetrope,13,326189927,688814236,0.067411166362705,0.142351946557796
Bonnie Arnold,2,326111159,791589066,0.067394887985255,0.163591631138947
Jack Giarraputo,2,324971441,418832929,0.067159351221716,0.086556983885642
Maximum Effect,1,324591735,786680557,0.067080880299666,0.162577227291976
Wild West Picture Show,5,321078245,542486905,0.066354774312636,0.112111601173214
Lucamar,3,319637775,619659058,0.066057083443689,0.128060177183199
Alcor Films,9,319629315,481129315,0.06605533508048,0.099431299408087
Callahan Filmworks,3,318256659,488115912,0.065771658809953,0.100875165737767
Duncan Henderson Productions,1,317871467,975047606,0.065692054138428,0.201505598238853
Black Label Media,11,317300017,709955390,0.065573956956911,0.146721026444783
Sidney Kimmel Entertainment,20,316575513,577063385,0.065424229281003,0.119257256672002
Arthur Sarkissian,3,315706339,642669242,0.065244603767576,0.132815515142058
Guber-Peters,2,314938879,475098879,0.065085998705143,0.098185035526874
Hyde Park Entertainment,18,313663269,494894435,0.064822378185911,0.10227603101233
Misher Films,11,313428319,657563090,0.06477382287434,0.135893512290967
Roger Birnbaum,4,311439538,532012588,0.064362816783248,0.109946954544433
Emmett/Furla Films,13,309680505,559725032,0.063999290946349,0.115674072453875
Chartoff Winkler Productions,5,309504363,627954162,0.063962889032364,0.129774462602381
Detective Agency,1,308709423,781139244,0.063798604889438,0.161432046703641
Bernd Eichinger,3,307917818,644005490,0.063635009965341,0.133091667250918
LD Entertainment,23,307460359,414526055,0.063540470428095,0.085666915322252
TPS Company,7,306570619,312558646,0.063356594697439,0.064594094236416
Mirage,9,306009811,508819425,0.063240696816309,0.105153801721323
B23,1,304360277,1110526981,0.062899800296549,0.229504079892887
2Dux2,3,301792397,729666354,0.06236911626387,0.15079453995145
Film4,51,300794841,1035614719,0.062162959028757,0.214022538194978
Flynn Picture Company,10,300212753,1153045719,0.062042663373503,0.238291100838664
Laika,6,300158323,563364770,0.062031414743544,0.116426269145205
Fuzzy Door,3,300142125,773230770,0.06202806722732,0.159797663136398
Double Feature Films,11,298535978,519627837,0.061696137165544,0.107387493197174
Brad Grey,5,296254412,510044849,0.061224623447729,0.105407050685472
Flower Films,7,295712266,615921150,0.061112582298773,0.127287692452129
Pathe,49,294716649,860381780,0.060906825781894,0.177808492863177
Shangri-La Entertainment,6,293695373,539526939,0.060695766516602,0.111499887738991
Mayhem Pictures,6,291298205,404503456,0.060200362221523,0.083595621782352
Out of the Blue Entertainment,2,289773247,399910818,0.059885210866668,0.082646496568373
Le Grisbi,9,289112418,538961445,0.059748642413847,0.111383021438239
Lynda Obst Productions,3,289062382,863425274,0.059738301858113,0.178437468387483
Scholastic Entertainment Inc.,7,286746547,835161867,0.059259706029328,0.172596487187429
Neal H. Moritz,2,286442310,473712310,0.059196831705742,0.09789848396352
PolyGram Filmed Entertainment,11,282265579,827130246,0.05833365879638,0.170936653775733
Mark Canton,6,280911937,748266008,0.058053912003164,0.154638387557703
Steven Spielberg,3,276936489,576942849,0.057232336705119,0.119232346422861
Toho Co,15,276119299,1275813450,0.057063454325622,0.26366256468038
Protozoa Pictures,10,274697173,812480009,0.056769554470232,0.16790900184073
Esperanto Filmoj,3,274092705,694803766,0.056644633712306,0.143589756710236
Offspring Entertainment,8,273053830,726321708,0.056429937396883,0.150103327656809
Red Granite Pictures,4,272968502,448356447,0.056412303314628,0.092658382545664
Vertigo Films,23,272614227,669222452,0.056339088021983,0.138303063066166
Firm Films,6,267320265,474528845,0.055245025564622,0.098067230979199
Exclusive Media Group,12,266036687,597308455,0.054979758360042,0.123441149762589
Forward Pass,4,265903393,528002571,0.054952211513051,0.109118235136724
Dark Castle Entertainment,12,265758065,485697602,0.054922177691727,0.100375392187965
Big Talk Pictures,13,264793759,610411207,0.054722891978681,0.126148994860704
Littlestar,2,264764998,1011186898,0.054716948163758,0.208974228087875
Infinitum Nihil,7,263699720,735134214,0.054496795343158,0.151924540572554
Samuel Goldwyn Films,51,262632708,561912146,0.054276284170098,0.116126066502447
Stuber Pictures,6,262266111,498250992,0.054200522384373,0.102969704861838
Rat Entertainment,6,262041375,522448332,0.054154077921716,0.107970383231269
Nick Wechsler,7,259774149,484513159,0.053685527741539,0.100130612452262
Runteldat Entertainment,4,259063630,426362070,0.053538690238145,0.088112973615881
FilmDistrict,5,259061227,496924902,0.053538193628595,0.102695652028803
Sikelia Productions,8,258528659,722344295,0.05342813189132,0.14928134626731
See-Saw Films,17,256765870,744425129,0.053063829830756,0.153844622601104
TIK Films,6,255319342,1036894984,0.052764887001487,0.214287120727299
Four by Two Films,4,255074726,609021136,0.052714334091952,0.125861719565912
Arad Productions,5,254074965,1021542504,0.052507721166428,0.211114341626245
Moritz Borman,5,254064772,679259169,0.052505614657422,0.140377274264669
John Davis,2,254014499,429314499,0.052495225122718,0.088723129436214
Anton Capital Entertainment,19,253902058,993552108,0.052471987805041,0.205329781512241
Cold Springs Pictures,7,253538940,566025287,0.052396944997519,0.116976097755019
Hutch Parker,3,253174824,841732430,0.052321695941005,0.173954374966378
Room 101,6,251728023,576303933,0.052022696692923,0.11910030656141
Allison Shearmur,4,250642270,621841937,0.051798312461365,0.128511296016855
Endgame Entertainment,16,249904237,530945599,0.051645788850959,0.109726448124607
Tree Line Film,3,249549353,517630690,0.051572447700963,0.106974758169131
Bazmark,3,248565516,680383388,0.051369125666188,0.140609607968944
United Plankton Pictures,3,248410641,453064436,0.051337118839715,0.093631346464665
Darren Star,2,247994950,709928036,0.051251211174159,0.146715373403741
Robert Rehme,3,247886880,504780938,0.051228877177473,0.104319198637425
Katja Motion Picture Corporation,2,247095503,598020129,0.051065329372385,0.12358822596096
Zanuck/Brown,4,246638219,455638219,0.050970826001044,0.094163250425006
State Street Pictures,11,246210399,273975632,0.050882411728235,0.056620439134772
Tollin/Robbins,3,245866167,340608596,0.050811271945248,0.070390961918095
Feigco Entertainment,8,245377226,509480271,0.050710226264912,0.105290373687403
New Republic Pictures,3,243955629,516142389,0.050416435733888,0.10666718243486
Pitt Bull,1,242704995,484468608,0.050157976812706,0.100121405439341
Sahdy Acres,1,242704995,484468608,0.050157976812706,0.100121405439341
Gotham Group,12,242459865,925586362,0.05010731767874,0.191283822911651
Beijing Universe Starlight Culture Media Company,5,241930785,858114242,0.049997976779629,0.177339878204357
Josephson Entertainment,5,241875083,610901710,0.049986465275201,0.12625036334758
Why Not Productions,27,241652381,512672091,0.049940441163699,0.105950002606661
Intermedia Film,9,240967146,559121997,0.049798828910349,0.115549447843049
Rocket Pictures,4,239578701,470279918,0.049511889648486,0.09718913787714
QED International,9,237929378,638568953,0.049171036734475,0.131968139913594
Bona Film Group,11,237002144,1196208857,0.048979412406876,0.247211294982042
QC Entertainment,6,236873130,366107675,0.048952750074605,0.07566066068646
Bay Films,3,235149245,680802118,0.048596488004853,0.140696143681284
Curtis-Donen Productions,1,234770996,490359051,0.048518318189801,0.101338738042695
Carolco Pictures,2,233970952,548307175,0.048352979242404,0.11331443166174
Simon Kinberg,1,233921534,747862775,0.048342766403982,0.154555054491302
A24,31,233586920,391919773,0.048273614299168,0.080995048686885
Section Eight,6,233203528,544095992,0.048194381619815,0.112444138822205
Lawrence Bender,5,232562719,423268609,0.048061950546597,0.087473671795541
Smokehouse Pictures,6,231819337,446801152,0.047908321499452,0.092336961676073
Twisted Pictures,7,231503166,561680473,0.047842980867766,0.116078188423291
Hyayi Brothers Corp.,24,230319851,1481724194,0.047598434247157,0.306216556299049
Jim Henson Productions,6,230012047,291455854,0.047534822759083,0.060232942329265
Goldcrest Films,20,229018589,519488565,0.047329512426148,0.107358710922847
Blue Light,2,227991744,625921263,0.047117302258408,0.129354338983151
Pearl Street,10,227864744,528071177,0.047091056144046,0.1091324134117
Leonard Goldberg,2,226119873,486936090,0.046730457058892,0.100631340988635
M. Productions,2,225978492,636153396,0.046701238933737,0.131468935305153
Burg-Knoules,5,225896749,448643974,0.046684345735891,0.092717803541919
Vendian Entertainment,8,224904055,467397928,0.046479193292967,0.096593539143811
Charles B. Wessler Entertainment,4,224466858,564630401,0.046388841147604,0.116687827381167
River Road Entertainment,11,224315604,725485156,0.046357582645385,0.149930443881514
Interscope Films,7,223676887,450026017,0.046225583909735,0.093003419751623
Guillermo del Toro,3,223582629,656750015,0.046206104332982,0.135725480326907
Impact Pictures,10,223432164,1219917752,0.046175008887332,0.252111030175645
