title,dom_bo,int_bo,wrld_bo,dvd_sales,blu_sales,total_sales,opening,runtime,legs,share,budget,theater_opening,theater_max,inf_dom_bo,release,vdo_release,mpaa,series,genre,kwrds,src,prd_mthd,creative_type,prd_company,prd_country,lang,synop
"/movie/Florida-Project-The#tab=summary
",5904366,5390958,11295324,.,.,.,156833,115.0,9.32,52.3,2000000,4,434,5987037,"October 6th, 2017","January 30th, 2018",R,.,drama,"florida, motel, coming of age, poverty, child protective services, prostitution, voyeurism, dysfunctional family, summer vacation",original screenplay,live action,contemporary fiction,"Cre Films, Freestyle Picture Co. , June Pictures",united states,english,"moonee and her mother live week to week at âthe magic castle,â a budget motel managed by bobby, whose stern exterior hides a deep reservoir of kindness and compassion. despite her harsh surroundings, the precocious and ebullient moonee has no trouble making each day a celebration of life, her endless afternoons overflowing with mischief and grand adventure as she and her ragtag playmatesâincluding jancey, a new arrival to the area who quickly becomes mooneeâs best friendâfearlessly explore the utterly unique world into which theyâve been thrown. unbeknownst to moonee, however, her delicate fantasy is supported by the toil and sacrifice of halley, who is forced to explore increasingly dangerous possibilities in order to provide for her daughter.
"
"/movie/All-Saints-(2017)#tab=summary
",5802208,139786,5941994,.,.,.,1514278,90.0,3.83,97.6,2000000,846,846,5892767,"August 25th, 2017","November 28th, 2017",PG,.,drama,"refugee, religious, faith-based, life in a small town, immigration",based on real life events,live action,dramatization,"Affirm Films, Provident Films",united states,english,"after trading in his corporate sales career to become a pastor, michaelâs first assignment is all saints, a quaint country church with a dozen members. it comes with a catch: he has to close the church doors for good and sell the prime piece of land on which it sits. while developers eagerly eye the property and the congregation mourns the inevitable, michael and his family look forward to moving on to an established church where they can put down roots. but when the church hesitantly begins  welcoming karen refugees from burmaâformer farmers striving for a fresh start in americaâmichael feels called to an improbable new mission. toiling alongside the karen people, the congregation attempts to turn their fertile land into a working farm to pay the churchâs bills and feed its newest people. jeopardizing his familyâs future by ignoring his superiors, michael  must choose between completing what he was assigned to doâclose the church and sell the propertyâor listening to a still, small voice challenging the people of all saints to risk it all and provide much-needed hope to their new community.
"
"/movie/Before-Sunset#tab=summary
",5792822,5424524,11217346,.,.,.,219425,80.0,9.97,51.6,2000000,20,203,8497999,"July 2nd, 2004","November 9th, 2004",R,Before Sunrise,drama,"romance, delayed sequel",original screenplay,live action,contemporary fiction,Castle Rock Entertainment,united states,"english, french","
 

"
"/movie/Amores-Perros#tab=summary
",5383834,15500000,20883834,.,.,.,61047,153.0,6.13,25.8,2000000,2,187,8665496,"March 30th, 2001","January 15th, 2004",R,.,drama,.,original screenplay,live action,contemporary fiction,.,mexico,spanish,"
 

"
"/movie/Company-You-Keep-The#tab=summary
",5132442,15955318,21087760,.,.,.,131718,125.0,4.45,24.3,2000000,5,807,5751107,"April 5th, 2013","August 13th, 2013",R,.,thriller/suspense,"terrorism, fugitive / on the run, investigative journalist, directing yourself",original screenplay,live action,contemporary fiction,"Voltage Pictures, Wildwood Enterprises",united states,english,"jim grant is a public interest lawyer and single father raising his daughter in the tranquil suburbs of albany, new york. grant's world is turned upside down,when a brash young reporter named ben shepard exposes his true identity as a former 1970s antiwar radical fugitive wanted for murder. after living for more than 30 years underground, grant must now go on the run. with the fbi in hot pursuit, he sets off on a cross-country journey to track down the one person that can clear his name. 

shepard knows the significance of the national news story he has exposed and, for a journalist, this is an opportunity of a lifetime. hell-bent on making a name for himself, he is willing to stop at nothing to capitalize on it. he digs deep into grant's past. despite warnings from his editor and threats from the fbi, shepard relentlessly tracks grant across the country. 

as grant reopens old wounds and reconnects with former members of his antiwar group, the weather underground, shepard realizes something about this man is just not adding up. with the fbi closing in, shepard uncovers the shocking secrets grant has been keeping for the past three decades. as grant and shepard come face to face in the wilderness of the upper peninsula of michigan, they each must come to terms with who they really are. 
"
"/movie/Thirteen#tab=summary
",4601043,4904953,9505996,.,.,.,116260,.,7.37,48.4,2000000,5,243,6951158,"August 20th, 2003","January 27th, 2004",R,.,drama,dysfunctional family,original screenplay,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Touching-the-Void#tab=summary
",4593598,10802927,15396525,.,.,.,96973,.,12.23,29.8,2000000,5,137,6738749,"January 23rd, 2004","June 15th, 2004",R,.,documentary,.,based on real life events,live action,factual,.,.,.,"
 

"
"/movie/Inside-Job#tab=summary
",4311834,3487423,7799257,6707009,1023020,7730029,39649,108.0,9.01,55.3,2000000,2,250,4973532,"October 8th, 2010","March 8th, 2011",PG-13,.,documentary,"political, whistleblowers, corporate malfeasance",based on real life events,live action,factual,"Representational Pictures, Screen Pass Pictures",united states,english,"the global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. through interviews with major financial insiders, politicians and journalists, this documentary traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.
"
"/movie/Alexanders-Ragtime-Band#tab=summary
",4000000,.,.,.,.,.,.,106.0,.,100.0,2000000,.,.,.,"May 24th, 1938",.,Not,.,drama,.,original screenplay,live action,.,.,united states,english,"
 

"
"/movie/Me-and-You-and-Everyone-We-Know#tab=summary
",3885134,5730330,9615464,.,.,.,30801,91.0,10.51,40.4,2000000,1,160,5521617,"June 17th, 2005","October 11th, 2005",R,.,comedy,.,original screenplay,live action,contemporary fiction,"IFC Films, Film Four International, IFC Productions",united states,english,"
 

"
"/movie/We-Are-Your-Friends#tab=summary
",3591417,6561998,10153415,69273,.,.,1767308,96.0,2.03,35.4,2000000,2333,2333,3881115,"August 28th, 2015","October 23rd, 2015",R,.,drama,"house music / electronica, musicians, big break, mentor, romance, relationships gone wrong, love triangle, los angeles",original screenplay,live action,contemporary fiction,"Working Title Films, StudioCanal, Anton Capital Entertainment",united states,english,"set in the world of electronic music and hollywood nightlife, an aspiring 23-year-old dj named cole spends his days scheming with his childhood friends and his nights working on the one track that will set the world on fire. all of this changes when he meets a charismatic but damaged older dj named james, who takes him under his wing. things get complicated, however, when 
cole starts falling for jamesâ much younger girlfriend, sophie. 
with coleâs forbidden relationship intensifying and his friendships unraveling, he must choose between love, loyalty, and the future he
is destined for.
"
"/movie/Harsh-Times#tab=summary
",3337931,2887373,6225304,6281301,.,.,1968505,116.0,1.7,53.6,2000000,956,956,4642520,"November 10th, 2006","March 13th, 2007",R,.,drama,"film noir, hood film",original screenplay,live action,contemporary fiction,"Metro-Goldwyn-Mayer Pictures, Bauer Martinez Studios, Crave Films",united states,"english, korean, spanish","
 

"
"/movie/Ghost-Dog-The-Way-of-the-Samurai#tab=summary
",3330230,7342262,10672492,.,.,.,166344,.,7.61,31.2,2000000,14,109,5628641,"March 3rd, 2000","August 14th, 2001",R,.,drama,"mafia, film noir",original screenplay,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Captive-(2014)#tab=summary
",2583301,208672,2791973,285572,.,.,1395378,97.0,1.85,92.5,2000000,806,807,2791678,"September 18th, 2015","January 5th, 2016",PG-13,.,drama,"prison break, fugitive / on the run, hostage, home invasion, faith-based",based on factual book/article,live action,dramatization,"Paramount Pictures, BN Films, Brightside Entertainment, 1019 Entertainment, Yoruba Saxon, Itaca Films",united states,english,"a drama about the spiritual collision of two broken lives. when brian nicholsâon the run as the subject of a city wide manhunt and desperate to make contact with his newborn sonâtakes recovering meth addict ashley smith hostage in her own apartment, she turns for guidance to rick warrenâs best-selling inspirational book, the purpose driven life. while reading aloud, ashley and her would-be killer each face crossroads where despair and death intersect hope.
"
"/movie/Full-Frontal#tab=summary
",2512846,925958,3438804,.,.,.,739834,.,3.4,73.1,2000000,208,214,3940102,"August 2nd, 2002","February 11th, 2003",R,.,comedy,.,original screenplay,live action,contemporary fiction,.,united states,english,"
 

"
"/movie/Hearts-Beat-Loud-(2018)#tab=summary
",2386254,34708,2420962,.,.,.,74524,97.0,6.14,98.6,2000000,4,170,2386254,"June 8th, 2018","September 14th, 2018",PG-13,.,drama,"musicians, father and daughter, father's footsteps, singers, songwriter, graduation, college, new york, new york city, brooklyn, internet, viral video, sundance film festival 2018",original screenplay,live action,contemporary fiction,"Burn Later, Houston King Productions, Park Pictures   , Gunpowder and Sky",united states,english,"in the hip brooklyn neighborhood of red hook, single dad and record store owner frank is preparing to send his hard-working daughter sam off to college, while being forced to close his vintage shop. hoping to stay connected through their shared musical passions, frank urges sam to turn their weekly âjam seshâ into a father-daughter live act. after their first song becomes an internet breakout, the two embark on a journey of  love, growing up and musical discovery.


"
"/movie/Resurrection-of-Gavin-Stone-The#tab=summary
",2303792,.,410678,483467,.,.,1206771,92.0,1.91,100.0,2000000,890,890,2339740,"January 20th, 2017","May 2nd, 2017",PG,.,comedy,"child star, christians, pastor, easter",original screenplay,live action,contemporary fiction,"WWE Studios, BH Tilt, Walden Media, Vertical Church Films, Power in Faith, Blumhouse",united states,english,"gavin stone, a washed-up former child star is forced to do community service at a local mega- church and pretends to be christian so he can land the part of jesus in their annual passion play only to discover that the most important role of his life is far from hollywood.
"
"/movie/Waltz-with-Bashir#tab=summary
",2283849,11628440,13912289,.,.,.,50021,87.0,11.14,16.4,2000000,5,208,2786048,"December 25th, 2008","June 23rd, 2009",R,.,documentary,foreign language,based on real life events,hand animation,factual,.,"france, germany, israel",hebrew,"
 

"
"/movie/Strangers-with-Candy#tab=summary
",2072645,5199,2077844,.,.,.,43141,.,5.83,99.7,2000000,2,109,2882714,"June 28th, 2006","November 14th, 2006",R,.,comedy,.,based on tv,live action,contemporary fiction,.,united states,.,"
 

"
"/movie/Night-on-Earth#tab=summary
",2015000,7893,2022893,.,.,.,.,129.0,.,99.6,2000000,.,.,4423288,"March 1st, 1992","September 4th, 2007",R,.,comedy,.,original screenplay,live action,contemporary fiction,"JVC Entertainment, Victor Music Industries, Le Studio Canal Plus, Film 4, Pandora Filmproduktion","france, united states","english, finnish, french, german, italian","
 

"
"/movie/Nemesis#tab=summary
",2001124,.,36345,.,.,.,.,95.0,.,100.0,2000000,.,.,4403437,"January 29th, 1993","January 8th, 2019",R,.,thriller/suspense,.,.,live action,science fiction,"Imperial Entertainment, Greenleaf Productions","denmark, united states",english,"
 

"
"/movie/Shortbus#tab=summary
",1985292,.,.,.,.,.,107907,.,8.62,100.0,2000000,6,70,2757570,"October 4th, 2006","March 13th, 2007",Not,.,comedy,.,original screenplay,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Son-of-Rambow-A-Home-Movie#tab=summary
",1785505,9477758,11263263,.,.,.,53789,95.0,7.4,15.9,2000000,5,155,2265457,"May 2nd, 2008","August 26th, 2008",PG-13,.,comedy,"coming of age, movie business",original screenplay,live action,historical fiction,"Paramount Vantage, Celluloid Dreams, Good Film Productions, Arte France Cinema, Network Movie, Soficinema 2, Soficinema 3, Hammer & Tongs","france, united kingdom",english,"
 

"
"/movie/Book-of-Mormon-Movie-Volume-1-The-Journey-The#tab=summary
",1660865,.,.,.,.,.,114573,.,14.5,100.0,2000000,29,38,2485700,"September 12th, 2003",.,PG,.,drama,.,based on fiction book/short story,live action,historical fiction,.,.,.,"
 

"
"/movie/Hamlet-(2000)#tab=summary
",1577287,842382,2419669,.,.,.,62253,.,10.15,65.2,2000000,4,65,2665878,"May 12th, 2000",.,R,.,drama,.,based on play,live action,contemporary fiction,.,.,.,"
 

"
"/movie/Diary-of-a-Teenage-Girl-The#tab=summary
",1477002,802957,2279959,.,.,.,52334,101.0,3.76,64.8,2000000,4,795,1596136,"August 7th, 2015","January 5th, 2016",R,.,drama,"loss of virginity, coming of age, artists, san francisco, 1970s, voiceover/narration, non-chronological, dysfunctional family, animated sequences, infidelity, sex crimes, sexual awakening, lgbt, hallucinations, narcotics, autobiographical, actors making their directorial debut, love triangle, relationships gone wrong, sundance film festival 2015",based on comic/graphic novel,live action,historical fiction,"Caviar, Cold Iron Pictures, Archer Gray Productions",united states,english,"like most teenage girls, minnie goetze is longing for love, acceptance and a sense of purpose in the world. minnie begins a complex love affair with her motherâs boyfriend, âthe handsomest man in the world,â monroe rutherford. set in 1976 san francisco, the film begins at the crossroads of the fading hippie movement and the dawn of punk rock. news commentary of the patty hearst trial echoes in the background, as minnieâs young eyes soak in a drug-laden city in transitionâwhere teenage rebellion and adult responsibility clash in characters lost and longing. minnieâs hard-partying mother and absent father have left her rudderless. she first finds solace in monroeâs seductive smile, and then on the backstreets of the city by the bay. minnie emerges defiantâtaking command of her sexuality and drawing on her newfound creative talents to reveal truths in the kind of intimate and vivid detail that can only be found in the pages of a teenage girl's diary.
"
"/movie/No-End-In-Sight#tab=summary
",1433319,.,.,.,.,.,31533,102.0,8.38,100.0,2000000,2,117,1897895,"July 27th, 2007","October 30th, 2007",Not,.,documentary,.,based on real life events,live action,factual,.,united states,english,"
 

"
"/movie/Locke#tab=summary
",1370646,717744,2088390,251653,284450,536103,81006,85.0,6.15,65.6,2000000,4,121,1528339,"April 25th, 2014","August 12th, 2014",R,.,thriller/suspense,"real time, one location, one set, improvised, one-actor show, relationships gone wrong, fired, infidelity, unexpected families, voiceover/narration",original screenplay,live action,contemporary fiction,Shoebox Films,"united kingdom, united states",english,"ivan locke has worked diligently to craft the life he has envisioned, dedicating himself to the job that he loves and the family he adores. on the eve of the biggest challenge of his career, ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul. all taking place over the course of one car ride, locke is an exploration of how one decision can lead to the complete collapse of a life.
"
"/movie/Get-Real#tab=summary
",1152411,.,.,.,.,.,54254,.,11.32,100.0,2000000,6,45,2066622,"April 30th, 1999",.,R,.,comedy,.,based on play,live action,contemporary fiction,.,.,.,"
 

"
"/movie/In-the-Shadow-of-the-Moon#tab=summary
",1134358,1041229,2175587,.,.,.,38281,100.0,6.07,52.1,2000000,4,104,1502029,"September 7th, 2007",.,PG,.,documentary,.,based on real life events,live action,factual,"Film4, Dox Productions, Passion Pictures, Discovery Films",united kingdom,english,"
 

"
"/movie/Meeks-Cutoff#tab=summary
",977772,892156,1869928,.,.,.,20042,104.0,10.08,52.3,2000000,2,45,1123263,"April 8th, 2011","September 13th, 2011",PG,.,drama,"road trip, bigotry, costume drama, inspired by a true story",original screenplay,live action,historical fiction,"Evenstar Films, Film Science, Harmony Productions, Primitive Nerd",united states,english,"the year is 1845, the earliest days of the oregon trail, and a wagon train of three families has hired mountain man stephen meek to guide them over the cascade mountains. claiming to know a shortcut, meek leads the group on an unmarked path across the high plain desert, only to become lost in the dry rock and sage. over the coming days, the emigrants face the scourges of hunger, thirst and their own lack of faith in one another's instincts for survival. when a native american wanderer crosses their path, the emigrants are torn between their trust in a guide who has proven himself unreliable and a man who has always been seen as a natural born enemy.


"
"/movie/Babadook-The#tab=summary
",950792,6531595,7482387,1280850,656982,1937832,30007,93.0,7.07,12.7,2000000,3,80,1052998,"November 28th, 2014","April 14th, 2015",Not,.,horror,"single parent, death of a spouse or fiancã©e / fiancã©, young child dealing with the death of a parent, widow/widower, surprise twist, night terrors, monster, supernatural",original screenplay,live action,contemporary fiction,"Screen Australia, Causeway Films, South Australian Film Corp., Smoking Gun Productions, Entertainment One",australia,english,"six years after the violent death of her husband, amelia is at a loss. she struggles to discipline her âout of controlâ 6 year-old, samuel, a son she finds impossible to love. samuelâs dreams are plagued by a monster he believes is coming to kill them both. when a disturbing storybook called âthe babadookâ turns up at their house, samuel is convinced that the babadook is the creature heâs been dreaming about. his hallucinations spiral out of control, he becomes more unpredictable and violent. amelia, genuinely frightened by her sonâs behaviour, is forced to medicate him. but when amelia begins to see glimpses of a sinister presence all around her, it slowly dawns on her that the thing samuel has been warning her about may be real.
"
"/movie/Sharkwater#tab=summary
",850920,869913,1720833,.,.,.,144380,.,5.89,49.4,2000000,20,60,1126725,"March 23rd, 2007","April 8th, 2008",PG,.,documentary,.,based on real life events,live action,factual,.,canada,.,"
 

"
"/movie/Inside-Deep-Throat#tab=summary
",691880,.,.,.,.,.,88709,.,5.74,100.0,2000000,12,27,983306,"February 11th, 2005",.,NC-17,.,documentary,.,based on real life events,live action,factual,.,united states,.,"
 

"
"/movie/Dinner-Rush#tab=summary
",638227,437277,1075504,.,.,.,110000,.,5.8,59.3,2000000,52,52,1027244,"September 28th, 2001",.,R,.,drama,mafia,original screenplay,live action,contemporary fiction,.,.,.,"
 

"
