,movie_id,title,positive_probability,result
59,tt6806448,Fast & Furious Presents: Hobbs & Shaw,0.2594771385192871,Negative
60,tt1104001,TRON: Legacy,0.9806328415870667,Positive
61,tt1190080,2012,0.07148566842079163,Negative
62,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,0.9306044578552246,Positive
63,tt0438488,Terminator Salvation,0.7942509055137634,Positive
64,tt1133985,Green Lantern,0.9733071327209473,Positive
65,tt6565702,X-Men: Dark Phoenix,0.9130036234855652,Positive
66,tt1399103,Transformers: Dark of the Moon,0.2704201340675354,Negative
67,tt2345759,The Mummy,0.9668216705322266,Positive
68,tt1351685,Jack the Giant Slayer,0.8460589647293091,Positive
69,tt2820852,Furious 7,0.014530723914504051,Negative
70,tt1408101,Star Trek Into Darkness,0.9425080418586731,Positive
71,tt0816711,World War Z,0.6938558220863342,Positive
72,tt1343092,The Great Gatsby,0.6912131905555725,Positive
73,tt1663662,Pacific Rim,0.08581145852804184,Negative
74,tt1979388,The Good Dinosaur,0.9865233302116394,Positive
75,tt0371746,Iron Man,0.16164380311965942,Negative
76,tt0468569,The Dark Knight,0.9731985926628113,Positive
77,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,0.5609248280525208,Positive
78,tt1217209,Brave,0.9278698563575745,Positive
79,tt3731562,Kong: Skull Island,0.9936155080795288,Positive
80,tt2660888,Star Trek Beyond,0.18739689886569977,Negative
81,tt4777008,Maleficent: Mistress of Evil,0.977799117565155,Positive
82,tt1856101,Blade Runner 2049,0.8957294225692749,Positive
83,tt6450804,Terminator: Dark Fate,0.2642025947570801,Negative
84,tt6139732,Aladdin,0.758086621761322,Positive
85,tt3501632,Thor: Ragnarok,0.808559775352478,Positive
86,tt1587310,Maleficent,0.9685654640197754,Positive
87,tt3183660,Fantastic Beasts and Where to Find Them,0.9825509190559387,Positive
88,tt0910970,WALL·E,0.9861542582511902,Positive
89,tt0293564,Rush Hour 3,0.9847855567932129,Positive
90,tt0918940,The Legend of Tarzan,0.9428980946540833,Positive
91,tt0970179,Hugo,0.8968939781188965,Positive
92,tt2239822,Valerian and the City of a Thousand Planets,0.9831852316856384,Positive
93,tt1617661,Jupiter Ascending,0.9250960350036621,Positive
94,tt4912910,Mission: Impossible - Fallout,0.8612976670265198,Positive
95,tt3385516,X-Men: Apocalypse,0.19933702051639557,Negative
96,tt4779682,The Meg,0.01681196503341198,Negative
97,tt1631867,Edge of Tomorrow,0.8961941003799438,Positive
98,tt4154664,Captain Marvel,0.8729133009910583,Positive
99,tt3040964,The Jungle Book,0.9764930009841919,Positive
100,tt2096673,Inside Out,0.9737648367881775,Positive
101,tt2250912,Spider-Man: Homecoming,0.9673351049423218,Positive
102,tt1386697,Suicide Squad,0.007455129642039537,Negative
103,tt1049413,Up,0.8462398648262024,Positive
104,tt2380307,Coco,0.9934658408164978,Positive
105,tt5848272,Ralph Breaks the Internet,0.9775376319885254,Positive
106,tt0892782,Monsters vs. Aliens,0.046646371483802795,Negative
107,tt3606752,Cars 3,0.9257556796073914,Positive
108,tt1046173,G.I. Joe: The Rise of Cobra,0.18855731189250946,Negative
109,tt0120891,Wild Wild West,0.009760657325387001,Negative
110,tt0859163,The Mummy: Tomb of the Dragon Emperor,0.9573591947555542,Positive
111,tt0413099,Evan Almighty,0.0678839236497879,Negative
112,tt0114898,Waterworld,0.6348588466644287,Positive
113,tt6673612,Dolittle,0.8843203783035278,Positive
114,tt1972591,King Arthur: Legend of the Sword,0.966765284538269,Positive
115,tt1335975,47 Ronin,0.6856145262718201,Positive
116,tt4881806,Jurassic World: Fallen Kingdom,0.7147150635719299,Positive
117,tt2015381,Guardians of the Galaxy,0.6632611751556396,Positive
118,tt1228705,Iron Man 2,0.8313202857971191,Positive
119,tt1843866,Captain America: The Winter Soldier,0.9403479695320129,Positive
120,tt2103281,Dawn of the Planet of the Apes,0.74131840467453,Positive
121,tt0338348,The Polar Express,0.9907438158988953,Positive
122,tt1735898,Snow White and the Huntsman,0.7049745321273804,Positive
123,tt0181852,Terminator 3: Rise of the Machines,0.0166641715914011,Negative
124,tt0338526,Van Helsing,0.30925801396369934,Negative
125,tt3861390,Dumbo,0.06281311810016632,Negative
126,tt3741700,Godzilla: King of the Monsters,0.09425884485244751,Negative
127,tt1964418,Tomorrowland,0.9248986840248108,Positive
128,tt0437086,Alita: Battle Angel,0.9892756342887878,Positive
129,tt2567026,Alice Through the Looking Glass,0.03335200995206833,Negative
130,tt0892791,Shrek Forever After,0.218019038438797,Negative
131,tt1211837,Doctor Strange,0.9680857062339783,Positive
132,tt2245084,Big Hero 6,0.9816176295280457,Positive
133,tt0892769,How to Train Your Dragon,0.9399966597557068,Positive
134,tt1772341,Wreck-It Ralph,0.07056275755167007,Negative
135,tt0816692,Interstellar,0.6833438873291016,Positive
136,tt1628841,Independence Day: Resurgence,0.7602503895759583,Positive
137,tt2771200,Beauty and the Beast,0.9859165549278259,Positive
138,tt6320628,Spider-Man: Far from Home,0.9614112377166748,Positive
139,tt1477834,Aquaman,0.7543219923973083,Positive
140,tt0413267,Shrek the Third,0.13511048257350922,Negative
141,tt1375666,Inception,0.9223756194114685,Positive
142,tt1951266,The Hunger Games: Mockingjay - Part 2,0.405335932970047,Negative
143,tt0831387,Godzilla,0.07748671621084213,Negative
144,tt1270798,X-Men: First Class,0.9678937196731567,Positive
145,tt0421715,The Curious Case of Benjamin Button,0.978816032409668,Positive
146,tt0963966,The Sorcerer's Apprentice,0.9365398287773132,Positive
147,tt0409182,Poseidon,0.7805375456809998,Positive
148,tt0803096,Warcraft,0.8748818635940552,Positive
149,tt1302006,The Irishman,0.6700645685195923,Positive
150,tt1860357,Deepwater Horizon,0.008364237844944,Negative
151,tt1340138,Terminator Genisys,0.9613673686981201,Positive
152,tt2557478,Pacific Rim: Uprising,0.7506607174873352,Positive
153,tt0346491,Alexander,0.9818430542945862,Positive
154,tt3450958,War for the Planet of the Apes,0.9938715696334839,Positive
155,tt0213149,Pearl Harbor,0.9883036613464355,Positive
156,tt0418279,Transformers,0.1732882410287857,Negative
157,tt4520988,Frozen II,0.9413506388664246,Positive
158,tt0451279,Wonder Woman,0.9622722268104553,Positive
159,tt2294629,Frozen,0.9838935136795044,Positive
160,tt2948356,Zootopia,0.06326290220022202,Negative
161,tt0373889,Harry Potter and the Order of the Phoenix,0.6515598893165588,Positive
162,tt0330373,Harry Potter and the Goblet of Fire,0.9630513787269592,Positive
163,tt0234215,The Matrix Reloaded,0.3683398962020874,Negative
164,tt0480249,I Am Legend,0.38983458280563354,Negative
165,tt3521164,Moana,0.9821553826332092,Positive
166,tt0448157,Hancock,0.18477179110050201,Negative
167,tt0372784,Batman Begins,0.8050827383995056,Positive
168,tt0367594,Charlie and the Chocolate Factory,0.9339772462844849,Positive
169,tt0382932,Ratatouille,0.9917058944702148,Positive
170,tt1981115,Thor: The Dark World,0.9123945236206055,Positive
171,tt2381249,Mission: Impossible - Rogue Nation,0.5796205997467041,Positive
172,tt5013056,Dunkirk,0.8745478391647339,Positive
173,tt0800369,Thor,0.9847720265388489,Positive
174,tt0479952,Madagascar: Escape 2 Africa,0.8992957472801208,Positive
175,tt0458525,X-Men Origins: Wolverine,0.5195971131324768,Positive
176,tt1078912,Night at the Museum: Battle of the Smithsonian,0.9881213903427124,Positive
177,tt1302011,Kung Fu Panda 2,0.11745059490203857,Negative
178,tt1392190,Mad Max: Fury Road,0.9922760128974915,Positive
179,tt5884052,Pokémon Detective Pikachu,0.640331506729126,Positive
180,tt0242653,The Matrix Revolutions,0.5714735388755798,Positive
181,tt1677720,Ready Player One,0.9409480094909668,Positive
182,tt0371606,Chicken Little,0.015449012629687786,Negative
183,tt0317919,Mission: Impossible III,0.33609631657600403,Negative
184,tt0808151,Angels & Demons,0.8051488399505615,Positive
185,tt0332452,Troy,0.7331286668777466,Positive
186,tt0938283,The Last Airbender,0.9578282237052917,Positive
187,tt0389790,Bee Movie,0.17572139203548431,Negative
188,tt0436339,G-Force,0.01103916484862566,Negative
189,tt0397892,Bolt,0.12654513120651245,Negative
190,tt1646987,Wrath of the Titans,0.4939177930355072,Negative
191,tt0442933,Beowulf,0.9820289611816406,Positive
192,tt1077368,Dark Shadows,0.8705107569694519,Positive
193,tt2334879,White House Down,0.830464780330658,Positive
194,tt0780653,The Wolfman,0.9576898813247681,Positive
195,tt2034800,The Great Wall,0.9633257389068604,Positive
196,tt3332064,Pan,0.9862046241760254,Positive
197,tt1305591,Mars Needs Moms,0.691029965877533,Positive
198,tt6304710,Moonfall,0.9882860779762268,Positive
199,tt0424095,Flushed Away,0.9043151140213013,Positive
200,tt1277953,Madagascar 3: Europe's Most Wanted,0.13825596868991852,Negative
201,tt1229238,Mission: Impossible - Ghost Protocol,0.06954967230558395,Negative
202,tt1646971,How to Train Your Dragon 2,0.9810452461242676,Positive
203,tt0120855,Tarzan,0.9832406640052795,Positive
204,tt0864835,Mr. Peabody & Sherman,0.9089983105659485,Positive
205,tt1446192,Rise of the Guardians,0.9681535363197327,Positive
206,tt0318649,Sahara,0.9662015438079834,Positive
207,tt1289401,Ghostbusters,0.4255827069282532,Negative
208,tt0246460,Die Another Day,0.08350687474012375,Negative
209,tt0796366,Star Trek,0.8566647171974182,Positive
210,tt0120591,Armageddon,0.018456967547535896,Negative
211,tt0458339,Captain America: The First Avenger,0.9825683832168579,Positive
212,tt2267968,Kung Fu Panda 3,0.7744222283363342,Positive
213,tt0122151,Lethal Weapon 4,0.6726803779602051,Positive
214,tt1583421,G.I. Joe: Retaliation,0.2961576581001282,Negative
215,tt0325710,The Last Samurai,0.3803889751434326,Negative
216,tt0369441,Fun with Dick and Jane,0.07716721296310425,Negative
217,tt1528100,Exodus: Gods and Kings,0.9916959404945374,Positive
218,tt3691740,The BFG,0.9812958836555481,Positive
219,tt1025100,Gemini Man,0.1132843866944313,Negative
220,tt2404233,Gods of Egypt,0.7203832268714905,Positive
221,tt1745960,Top Gun: Maverick,0.9878911972045898,Positive
222,tt0145487,Spider-Man,0.9870924949645996,Positive
223,tt0409459,Watchmen,0.02369585819542408,Negative
224,tt0382992,Stealth,0.4004070460796356,Negative
225,tt0800080,The Incredible Hulk,0.14362004399299622,Negative
226,tt0286716,Hulk,0.11045714467763901,Negative
227,tt0173840,Final Fantasy: The Spirits Within,0.45168501138687134,Negative
228,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,0.22785720229148865,Negative
229,tt0481499,The Croods,0.7896834015846252,Positive
230,tt1663202,The Revenant,0.9415428042411804,Positive
231,tt0143145,The World is Not Enough,0.8930977582931519,Positive
232,tt1192628,Rango,0.965506374835968,Positive
233,tt0311113,Master and Commander: The Far Side of the World,0.6113041043281555,Positive
234,tt1860353,Turbo,0.9781634211540222,Positive
235,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,0.054930806159973145,Negative
236,tt1402488,Happy Feet Two,0.7079029679298401,Positive
237,tt0430357,Miami Vice,0.9791473746299744,Positive
238,tt5523010,The Nutcracker and the Four Realms,0.8584858775138855,Positive
239,tt0407304,War of the Worlds,0.9937823414802551,Positive
240,tt1911658,Penguins of Madagascar,0.9563704133033752,Positive
241,tt1951264,The Hunger Games: Catching Fire,0.9025303721427917,Positive
242,tt0304141,Harry Potter and the Prisoner of Azkaban,0.7330722808837891,Positive
243,tt0440963,The Bourne Ultimatum,0.9531628489494324,Positive
244,tt5095030,Ant-Man and the Wasp,0.9516515135765076,Positive
245,tt0441773,Kung Fu Panda,0.10104154795408249,Negative
246,tt0478970,Ant-Man,0.9555805921554565,Positive
247,tt2224026,Home,0.9803065061569214,Positive
248,tt5028340,Mary Poppins Returns,0.9927231669425964,Positive
249,tt0448694,Puss in Boots,0.9728538990020752,Positive
250,tt1001526,Megamind,0.8543983101844788,Positive
251,tt0172156,Bad Boys II,0.7567498087882996,Positive
252,tt2357291,Rio 2,0.6320886015892029,Positive
253,tt0944835,Salt,0.5062645673751831,Positive
254,tt1959490,Noah,0.9603520631790161,Positive
255,tt0983193,The Adventures of Tintin,0.5340774655342102,Positive
256,tt1815862,After Earth,0.9033128023147583,Positive
257,tt0455824,Australia,0.8479645252227783,Positive
258,tt0790736,R.I.P.D.,0.9488635063171387,Positive
259,tt2386490,How to Train Your Dragon: The Hidden World,0.368118017911911,Negative
260,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,0.4374640882015228,Negative
261,tt0130623,Dinosaur,0.8554062247276306,Positive
262,tt3315342,Logan,0.9351925253868103,Positive
263,tt2692250,Night at the Museum: Secret of the Tomb,0.2085053026676178,Negative
264,tt1951265,The Hunger Games: Mockingjay - Part 1,0.9067138433456421,Positive
265,tt0241527,Harry Potter and the Sorcerer's Stone,0.9868112206459045,Positive
266,tt7975244,Jumanji: The Next Level,0.931057870388031,Positive
267,tt0382625,The Da Vinci Code,0.9893981218338013,Positive
268,tt1596343,Fast Five,0.6341230869293213,Positive
269,tt1291150,Teenage Mutant Ninja Turtles,0.024966362863779068,Negative
270,tt1515091,Sherlock Holmes: A Game of Shadows,0.7911165952682495,Positive
271,tt0319262,The Day After Tomorrow,0.6808152794837952,Positive
272,tt3874544,The Boss Baby,0.0379454679787159,Negative
273,tt0800320,Clash of the Titans,0.7605854272842407,Positive
274,tt1679335,Trolls,0.9943758249282837,Positive
275,tt0120685,Godzilla,0.042346321046352386,Negative
276,tt1446714,Prometheus,0.6474975347518921,Positive
277,tt1194173,The Bourne Legacy,0.8586117625236511,Positive
278,tt0118688,Batman & Robin,0.12035641074180603,Negative
279,tt5758778,Skyscraper,0.14706191420555115,Negative
280,tt1386703,Total Recall,0.02984742820262909,Negative
281,tt2094766,Assassin's Creed,0.9763319492340088,Positive
282,tt3095734,Monster Trucks,0.06484688818454742,Negative
283,tt0120657,The 13th Warrior,0.8594201803207397,Positive
284,tt7504726,The Call of the Wild,0.5779610276222229,Positive
285,tt0170016,How the Grinch Stole Christmas,0.19630663096904755,Negative
286,tt0177971,The Perfect Storm,0.9959678649902344,Positive
287,tt4196776,Jason Bourne,0.864168643951416,Positive
288,tt0454876,Life of Pi,0.7588159441947937,Positive
289,tt0259324,Ghost Rider,0.8568601608276367,Positive
290,tt2231461,Rampage,0.3832087218761444,Negative
291,tt0305357,Charlie's Angels: Full Throttle,0.7395346164703369,Positive
292,tt1535108,Elysium,0.11986211687326431,Negative
293,tt1483013,Oblivion,0.13971593976020813,Negative
294,tt3717490,Power Rangers,0.8369093537330627,Positive
295,tt0243585,Stuart Little 2,0.8615061640739441,Positive
296,tt1234721,RoboCop,0.9481993913650513,Positive
297,tt0296572,The Chronicles of Riddick,0.9844676852226257,Positive
298,tt3113456,Doomed: The Untold Story of Roger Corman's the Fantastic Four,0.9724234342575073,Positive
299,tt0811080,Speed Racer,0.8130849599838257,Positive
300,tt0399201,The Island,0.8868571519851685,Positive
301,tt1341188,How Do You Know,0.24158978462219238,Negative
302,tt1013743,Knight and Day,0.9585305452346802,Positive
303,tt1270797,Venom,0.8567178249359131,Positive
304,tt0198781,"Monsters, Inc.",0.24795736372470856,Negative
305,tt1430132,The Wolverine,0.9931032657623291,Positive
306,tt0118928,Dante's Peak,0.04745522141456604,Negative
307,tt2381991,The Huntsman: Winter's War,0.9095430970191956,Positive
308,tt0245562,Windtalkers,0.8642174601554871,Positive
309,tt1320261,Gulliver's Travels,0.9261179566383362,Positive
310,tt3411444,Ferdinand,0.8483679294586182,Positive
311,tt5463162,Deadpool 2,0.011901017278432846,Negative
312,tt1454468,Gravity,0.08320295065641403,Negative
313,tt0477347,Night at the Museum,0.013112343847751617,Negative
314,tt2126355,San Andreas,0.962752640247345,Positive
315,tt0472181,The Smurfs,0.0715874508023262,Negative
316,tt0337978,Live Free or Die Hard,0.07358616590499878,Negative
317,tt0349903,Ocean's Twelve,0.9498698115348816,Positive
318,tt0120347,Tomorrow Never Dies,0.36741870641708374,Negative
319,tt0187393,The Patriot,0.9304380416870117,Positive
320,tt1253863,300: Rise of an Empire,0.8756613731384277,Positive
321,tt0338751,The Aviator,0.9507513046264648,Positive
322,tt1355644,Passengers,0.037688057869672775,Negative
323,tt0990407,The Green Hornet,0.9309352040290833,Positive
324,tt1935859,Miss Peregrine's Home for Peculiar Children,0.9751038551330566,Positive
325,tt0433035,Real Steel,0.9563102126121521,Positive
326,tt2283336,Men in Black: International,0.9814396500587463,Positive
327,tt0429493,The A-Team,0.19632363319396973,Negative
328,tt2017020,The Smurfs 2,0.4002378582954407,Negative
329,tt1111422,The Taking of Pelham 123,0.14548107981681824,Negative
330,tt1731141,Ender's Game,0.7345948219299316,Positive
331,tt0299172,Home on the Range,0.01875012367963791,Negative
332,tt0120179,Speed 2: Cruise Control,0.5103025436401367,Positive
333,tt0320661,Kingdom of Heaven,0.995240330696106,Positive
334,tt1219827,Ghost in the Shell,0.7975147366523743,Positive
335,tt0327437,Around the World in 80 Days,0.963366687297821,Positive
336,tt0120737,The Lord of the Rings: The Fellowship of the Ring,0.9739795327186584,Positive
337,tt0312528,The Cat in the Hat,0.8926084041595459,Positive
338,tt0248667,Ali,0.9910839796066284,Positive
339,tt3659388,The Martian,0.9687014818191528,Positive
340,tt3640424,Allied,0.9436426758766174,Positive
341,tt0343818,"I, Robot",0.6022664308547974,Positive
342,tt0164912,Stuart Little,0.8146942257881165,Positive
343,tt0780521,The Princess and the Frog,0.880206823348999,Positive
344,tt0443649,"10,000 BC",0.96970134973526,Positive
345,tt3416828,Ice Age: Collision Course,0.9901048541069031,Positive
346,tt0141907,Town & Country,0.7452301979064941,Positive
347,tt4649466,Kingsman: The Golden Circle,0.9803770780563354,Positive
348,tt0187078,Gone in 60 Seconds,0.04225520044565201,Negative
349,tt0172495,Gladiator,0.8977697491645813,Positive
350,tt1620680,A Wrinkle in Time,0.7701716423034668,Positive
351,tt1152836,Public Enemies,0.9936046004295349,Positive
352,tt0381061,Casino Royale,0.9500729441642761,Positive
353,tt0181689,Minority Report,0.010215498507022858,Negative
354,tt4701182,Bumblebee,0.9732611775398254,Positive
355,tt1371111,Cloud Atlas,0.9722479581832886,Positive
356,tt0295297,Harry Potter and the Chamber of Secrets,0.3022043704986572,Negative
357,tt0103064,Terminator 2: Judgment Day,0.756461501121521,Positive
358,tt0112462,Batman Forever,0.10936903953552246,Negative
359,tt0133152,Planet of the Apes,0.4904036223888397,Negative
360,tt0368891,National Treasure,0.9519028663635254,Positive
361,tt1853728,Django Unchained,0.36577707529067993,Negative
362,tt8579674,1917,0.7844505906105042,Positive
363,tt0970866,Little Fockers,0.5157222151756287,Positive
364,tt0111503,True Lies,0.9344495534896851,Positive
365,tt0765429,American Gangster,0.992385745048523,Positive
366,tt0844471,Cloudy with a Chance of Meatballs,0.02707649953663349,Negative
367,tt1386588,The Other Guys,0.3290184438228607,Negative
368,tt0339291,Lemony Snicket's A Series of Unfortunate Events,0.9197224378585815,Positive
369,tt0993846,The Wolf of Wall Street,0.5543761849403381,Positive
370,tt0848537,Epic,0.6977011561393738,Positive
371,tt0116213,Eraser,0.20670786499977112,Negative
372,tt0116583,The Hunchback of Notre Dame,0.9332171678543091,Positive
373,tt0120917,The Emperor's New Groove,0.042262397706508636,Negative
374,tt1764651,The Expendables 2,0.08250846713781357,Negative
375,tt0386117,Where the Wild Things Are,0.9531415104866028,Positive
376,tt0449010,Eragon,0.9297628998756409,Positive
377,tt1267297,Hercules,0.9596389532089233,Positive
378,tt1243957,The Tourist,0.47997424006462097,Negative
379,tt0146675,End of Days,0.11542557924985886,Negative
380,tt5814534,Spies in Disguise,0.05741601809859276,Negative
381,tt0327162,The Stepford Wives,0.05269715189933777,Negative
382,tt0423294,Surf's Up,0.07519704848527908,Negative
383,tt0450259,Blood Diamond,0.9843543767929077,Positive
384,tt6924650,Midway,0.9638321399688721,Positive
385,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,0.7564088106155396,Positive
386,tt0120201,Starship Troopers,0.7926447987556458,Positive
387,tt0457400,Land of the Lost,0.9921863079071045,Positive
388,tt0316396,Peter Pan,0.9938894510269165,Positive
389,tt6428676,Wonder Park,0.9916232228279114,Positive
390,tt0327554,Catwoman,0.9880715608596802,Positive
391,tt2333784,The Expendables 3,0.9238930344581604,Positive
392,tt0133240,Treasure Planet,0.8116655945777893,Positive
393,tt0947810,Green Zone,0.23642729222774506,Negative
394,tt1981128,Geostorm,0.06670653820037842,Negative
395,tt2058673,Point Break,0.9289477467536926,Positive
396,tt5697572,Cats,0.649560272693634,Positive
397,tt1390411,In the Heart of the Sea,0.943261444568634,Positive
398,tt2209764,Transcendence,0.4097471833229065,Negative
399,tt0362165,Son of the Mask,0.23981724679470062,Negative
400,tt1571234,Mortal Engines,0.38958990573883057,Negative
401,tt0180052,The Adventures of Pluto Nash,0.15875577926635742,Negative
402,tt3089630,Artemis Fowl,0.626488208770752,Positive
403,tt2452042,The Peanuts Movie,0.59586501121521,Positive
404,tt3513498,The Lego Movie 2: The Second Part,0.1751771718263626,Negative
405,tt4532826,Robin Hood,0.720565915107727,Positive
406,tt0209163,The Mummy Returns,0.1656888723373413,Negative
407,tt0217505,Gangs of New York,0.9591357707977295,Positive
408,tt2316204,Alien: Covenant,0.872674286365509,Positive
409,tt1661199,Cinderella,0.959916889667511,Positive
410,tt1667889,Ice Age: Continental Drift,0.7973847985267639,Positive
411,tt0265086,Black Hawk Down,0.978804349899292,Positive
412,tt1261945,Sex and the City 2,0.2381177693605423,Negative
413,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,0.38533276319503784,Negative
414,tt1790886,The Campaign,0.10943672060966492,Negative
415,tt0477080,Unstoppable,0.03281638026237488,Negative
416,tt0119116,The Fifth Element,0.46857285499572754,Negative
417,tt0138749,The Road to El Dorado,0.21259532868862152,Negative
418,tt0380510,The Lovely Bones,0.9013476371765137,Positive
419,tt2638144,Ben-Hur,0.9373811483383179,Positive
420,tt1121096,Seventh Son,0.07887274026870728,Negative
421,tt0266543,Finding Nemo,0.9800904393196106,Positive
422,tt0167260,The Lord of the Rings: The Return of the King,0.9661393165588379,Positive
423,tt0167261,The Lord of the Rings: The Two Towers,0.9562522172927856,Positive
424,tt0146316,Lara Croft: Tomb Raider,0.8788452744483948,Positive
425,tt5026378,Kingsman: The Secret Service Revealed,0.8720642328262329,Positive
426,tt0163025,Jurassic Park III,0.9848159551620483,Positive
427,tt1318514,Rise of the Planet of the Apes,0.9411802887916565,Positive
428,tt0416236,The Spiderwick Chronicles,0.7584735155105591,Positive
429,tt0317705,The Incredibles,0.8423295021057129,Positive
430,tt1606378,A Good Day to Die Hard,0.8453115224838257,Positive
431,tt0318974,The Alamo,0.9795738458633423,Positive
432,tt0112760,Cutthroat Island,0.12963779270648956,Negative
433,tt0359950,The Secret Life of Walter Mitty,0.020001444965600967,Negative
434,tt2283362,Jumanji: Welcome to the Jungle,0.9848526120185852,Positive
435,tt0119654,Men in Black,0.08987113833427429,Negative
436,tt0120363,Toy Story 2,0.9695463180541992,Positive
437,tt0266915,Rush Hour 2,0.9312816858291626,Positive
438,tt0988045,Sherlock Holmes,0.9383421540260315,Positive
439,tt1080016,Ice Age: Dawn of the Dinosaurs,0.9625327587127686,Positive
440,tt1502397,Bad Boys for Life,0.9226654767990112,Positive
441,tt0161081,What Lies Beneath,0.810208261013031,Positive
442,tt1436562,Rio,0.06442158669233322,Negative
443,tt7131622,Once Upon a Time... in Hollywood,0.5899018049240112,Positive
444,tt0407887,The Departed,0.9559566974639893,Positive
445,tt0160127,Charlie's Angels,0.12021683901548386,Negative
446,tt0120762,Mulan,0.683921217918396,Positive
447,tt3794354,Sonic the Hedgehog,0.659970760345459,Positive
448,tt0942385,Tropic Thunder,0.03582848981022835,Negative
449,tt1568346,The Girl with the Dragon Tattoo,0.971304714679718,Positive
450,tt0118884,Contact,0.8867444396018982,Positive
451,tt0960144,You Don't Mess with the Zohan,0.4975403845310211,Negative
452,tt0112864,Die Hard with a Vengeance,0.18367235362529755,Negative
453,tt2404435,The Magnificent Seven,0.9900555610656738,Positive
454,tt2974918,Alvin and the Chipmunks: The Road Chip,0.021306710317730904,Negative
