movie_id,title,release_year,release_date,runtime,mpa_rating,imdb_score,dvd_sales,blu_sales,total_sales,legs,share,inf_income_usa,theater_opening,theater_total,src,awards,poster,metascore,release_dvd,big_awards_num,awards_win_num,awards_nomin_num,reviews_users,reviews_critics,prd_mthd,budget,series_new,income_opening,votes,income_usa,income_int,income_ww,item_id,inv_exist,contract_year,inf,genre_action,genre_adventure,genre_drama,genre_sci-fi,genre_fantasy,genre_thriller,genre_animation,genre_family,genre_musical,genre_comedy,genre_romance,genre_mystery,genre_war,genre_western,genre_history,genre_sport,genre_horror,genre_crime,genre_music,genre_biography,genre_documentary,dvd_over_income,movie_down_sales,contract_price_inf,net_profit,studio,studio_score,price_class,contract_price,positive_probability,english,dvd,blu,cntry_USA,actor_A,actor_B,actor_C,director_A,director_B,director_C,APPROVED,G,NC-17,NOT RATED,PASSED,PG,PG-13,R,TV-14,TV-G,TV-MA,TV-PG,TV-Y7
tt0413300,Spider-Man 3,2007.0,39206.0,139.0,PG-13,6.2,125012364.0,825031.0,125837395.0,2.226959117,37.60702417,445609164.0,4252.0,4324.0,based on comic/graphic novel,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,59.0,30-10-2007,1.0,3.0,35.0,2045.0,420.0,live action,258000000.0,1.0,151116516.0,476481.0,336530303.0,558329927.0,894860230.0,I-1005,1.0,2014.0,1.3241279017895753,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371474316,706.6194466,767.8666982000003,-61.24725164,Sony Pictures/Columbia,6.0,1.0,650.0,0.984927297,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt3498820,Captain America: Civil War,2016.0,42496.0,146.0,PG-13,7.8,23036580.0,62014273.0,85050853.0,2.278030052,35.38453889,429785941.0,4226.0,4226.0,based on comic/graphic novel,16 wins & 68 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg,75.0,13-09-2016,0.0,16.0,84.0,1385.0,665.0,live action,250000000.0,1.0,179139142.0,619898.0,408084349.0,745200000.0,1153284349.0,I-1071,1.0,2016.0,1.0531791823263479,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056450535,483.946034,1034.2730000000001,-550.326966,BUENA VISTA,6.0,10.0,920.0,0.338520944,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0417741,Harry Potter and the Half-Blood Prince,2009.0,40009.0,153.0,PG,7.6,148026330.0,51295876.0,199322206.0,3.881113335,32.30162864,366779769.0,4325.0,4455.0,based on fiction book/short story,Nominated for 1 Oscar. Another 8 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_SX300.jpg,78.0,8/12/2009,1.0,8.0,43.0,1037.0,395.0,animation/live action,250000000.0,1.0,77835727.0,439445.0,302089278.0,633124489.0,935213767.0,I-1018,1.0,2014.0,1.2141436181657528,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49000855299999996,836.7209042999997,1051.8721890000004,-215.15128509999997,WB,6.0,10.0,920.0,0.932054698,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1170358,The Hobbit: The Desolation of Smaug,2013.0,41621.0,201.0,PG-13,7.8,43920300.0,63102667.0,107022967.0,3.5065629869999997,26.89339256,289209476.0,3903.0,3928.0,based on fiction book/short story,Nominated for 3 Oscars. Another 18 wins & 87 nominations.,https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,66.0,8/4/2014,1.0,18.0,105.0,985.0,533.0,animation/live action,250000000.0,1.0,73645197.0,580014.0,258241522.0,702000000.0,960241522.0,I-1040,1.0,2014.0,1.119918569872741,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17007450899999998,828.5585874,967.7224142000001,-139.1638268,Fathom,4.0,10.0,880.0,0.263583571,1,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt2310332,The Hobbit: The Battle of the Five Armies,2014.0,41990.0,144.0,PG-13,7.4,29485612.0,48209740.0,77695352.0,4.661907589,26.98031154,283285507.0,3875.0,3875.0,based on fiction book/short story,Nominated for 1 Oscar. Another 7 wins & 53 nominations.,https://m.media-amazon.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_SX300.jpg,59.0,24-03-2015,1.0,7.0,60.0,880.0,451.0,animation/live action,250000000.0,1.0,54724334.0,452340.0,255119788.0,690457833.0,945577621.0,I-1044,1.0,2014.0,1.1104019379319958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11557555900000001,1172.606074,967.7224142000001,204.8836596,Fathom,4.0,1.0,610.0,0.9207689170000001,1,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt4630562,The Fate of the Furious,2017.0,42839.0,136.0,PG-13,6.7,20182603.0,25507551.0,45690154.0,2.285376003,18.22499084,229288406.0,4310.0,4329.0,original screenplay,1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_SX300.jpg,56.0,11/7/2017,0.0,1.0,12.0,586.0,423.0,live action,250000000.0,1.0,98786705.0,191911.0,225764765.0,1013000000.0,1238764765.0,I-1084,1.0,2017.0,1.0156075772054156,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089396603,436.744,663.65,-226.90599999999998,Universal,6.0,1.0,650.0,0.9301557540000001,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0499549,Avatar,2009.0,40165.0,162.0,PG-13,7.8,236772277.0,220112390.0,456884667.0,9.873455058,27.26121759,899243135.0,3452.0,3461.0,original screenplay,Won 3 Oscars. Another 86 wins & 129 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg,83.0,22-04-2010,1.0,86.0,215.0,3369.0,731.0,animation/live action,237000000.0,1.0,77025481.0,1078016.0,760507625.0,2029197650.0,2789705275.0,I-1021,1.0,2014.0,1.1824248770681294,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31133452100000003,653.7990002,967.7224142000001,-313.9234140000001,20th Century Fox,6.0,10.0,920.0,0.45292156899999997,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0348150,Superman Returns,2006.0,38896.0,150.0,PG-13,6.0,85846298.0,,85846298.0,3.80926305,51.17095992,278334833.0,4065.0,4065.0,based on comic/graphic novel,Nominated for 1 Oscar. Another 12 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BNzY2ZDQ2MTctYzlhOC00MWJhLTgxMmItMDgzNDQwMDdhOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,72.0,28-11-2006,1.0,12.0,53.0,2410.0,418.0,live action,232000000.0,1.0,52535096.0,264816.0,200120000.0,190961192.0,391081192.0,,0.0,,1.390839661203278,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428974106,,,,WB,6.0,1.0,650.0,0.993267775,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1345836,The Dark Knight Rises,2012.0,41110.0,164.0,PG-13,8.4,71941288.0,85805706.0,157746994.0,2.785422547,41.32450586,512882806.0,4404.0,4404.0,based on comic/graphic novel,Nominated for 1 BAFTA Film Award. Another 38 wins & 101 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,78.0,3/12/2012,1.0,38.0,139.0,2942.0,842.0,live action,230000000.0,1.0,160887295.0,1439795.0,448139099.0,636300000.0,1084439099.0,I-1031,1.0,2014.0,1.1444723460739583,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160533388,829.6341096,1051.8721890000004,-222.2380798,WB,6.0,10.0,920.0,0.958507478,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,42881.0,135.0,PG-13,6.6,9163271.0,23110613.0,32273884.0,2.739758075,21.89163543,175252095.0,4276.0,4276.0,based on theme park ride,1 win & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMTcxNzc5M15BMl5BanBnXkFtZTgwOTg2ODE2MTI@._V1_SX300.jpg,39.0,3/10/2017,0.0,1.0,13.0,644.0,407.0,animation/live action,230000000.0,1.0,62983253.0,242432.0,172558876.0,615682261.0,788241137.0,,0.0,,1.0156075367574833,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053102287000000005,,,,BUENA VISTA,6.0,1.0,650.0,0.612770915,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0830515,Quantum of Solace,2008.0,39766.0,106.0,PG-13,6.6,53696436.0,7757261.0,61453697.0,2.5080887169999997,28.62442025,214757090.0,3451.0,3501.0,based on fiction book/short story,Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMjZiYTUzMzktZWI5Yy00Mzk4LWFlMDgtYjRmNWU0Mzc0MzNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,58.0,24-03-2009,1.0,4.0,34.0,1302.0,336.0,live action,230000000.0,1.0,67528882.0,388032.0,169368427.0,422323651.0,591692078.0,,0.0,,1.2679877460277764,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317039232,,,,Sony Pictures/Columbia,6.0,1.0,650.0,0.08468442400000001,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0848228,The Avengers,2012.0,41033.0,143.0,PG-13,8.0,118602534.0,131496092.0,250098626.0,3.005022139,41.04244005,713415897.0,4349.0,4349.0,based on comic/graphic novel,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,69.0,25-09-2012,1.0,38.0,117.0,1912.0,746.0,animation/live action,225000000.0,1.0,207438708.0,1216895.0,623357910.0,895455078.0,1518812988.0,,0.0,,1.1444723577823854,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19026394300000002,,,,BUENA VISTA,6.0,10.0,920.0,0.746153891,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006.0,38905.0,151.0,PG-13,7.3,320862526.0,5141564.0,326004090.0,3.12100272,39.70263874,588764432.0,4133.0,4133.0,based on theme park ride,Won 1 Oscar. Another 43 wins & 53 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SX300.jpg,53.0,5/12/2006,1.0,43.0,96.0,1875.0,323.0,live action,225000000.0,1.0,135634554.0,629595.0,423315812.0,642900000.0,1066215812.0,I-1004,1.0,2014.0,1.3908396882656489,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757974347,368.46058389999996,767.8666982000003,-399.4061143,BUENA VISTA,6.0,1.0,650.0,0.961818755,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0770828,Man of Steel,2013.0,41439.0,142.0,PG-13,7.1,44195455.0,75288060.0,119483515.0,2.495687792,43.56971976,326128489.0,4207.0,4207.0,based on comic/graphic novel,7 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SX300.jpg,55.0,12/11/2013,0.0,7.0,53.0,2727.0,761.0,live action,225000000.0,1.0,116619362.0,664610.0,291045518.0,376954000.0,667999518.0,I-1034,1.0,2014.0,1.1205411828399985,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151850663,672.2721741,767.8666982000003,-95.59452415,WB,6.0,1.0,650.0,0.924690247,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0499448,The Chronicles of Narnia: Prince Caspian,2008.0,39584.0,144.0,PG,6.5,104715548.0,,104715548.0,2.573307746,33.93421501,179689658.0,3929.0,3929.0,based on fiction book/short story,2 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwOTA4NTE4Ml5BMl5BanBnXkFtZTcwOTI2NTg1MQ@@._V1_SX300.jpg,62.0,2/12/2008,0.0,2.0,22.0,460.0,264.0,animation/live action,225000000.0,1.0,55034805.0,185646.0,141621490.0,275719798.0,417341288.0,,0.0,,1.268802199440212,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7394043659999999,,,,BUENA VISTA,6.0,1.0,650.0,0.924821377,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1210819,The Lone Ranger,2013.0,41458.0,149.0,PG-13,6.4,26140511.0,21056606.0,47197117.0,3.0571557510000003,34.34668791,100066691.0,3904.0,3904.0,based on tv,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,37.0,17-12-2013,1.0,4.0,21.0,761.0,466.0,live action,225000000.0,0.0,29210849.0,213753.0,89302115.0,170700000.0,260002115.0,,0.0,,1.120541109244725,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292719954,,,,BUENA VISTA,6.0,1.0,650.0,0.6104887720000001,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0948470,The Amazing Spider-Man,2012.0,41093.0,136.0,PG-13,6.9,39155907.0,74148666.0,113304573.0,4.2259814769999995,34.57369416,299886852.0,4318.0,4318.0,based on comic/graphic novel,2 wins & 31 nominations.,https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg,66.0,9/11/2012,0.0,2.0,33.0,1328.0,630.0,live action,220000000.0,1.0,62004688.0,539822.0,262030663.0,495859604.0,757890267.0,I-1030,1.0,2014.0,1.144472362763132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149432538,361.6442244,767.8666982000003,-406.2224738,Sony Pictures/Columbia,6.0,1.0,650.0,0.9734358790000001,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
