customer_id,gender,state,age,age_group,married,kids_under12,register_year,drop_flag,drop_year,last_down_date,down_flag,customer_sales,download_cnt,duration,expiration,first_down_date,activation_day
C5019,F,TN,67,60s+,S,N,2014,N,.,2017-12-31 00:00:00,1,40.06402556300359,41.0,4.0,2018-12-31 00:00:00,2014-02-08,1787
C5020,M,PA,36,30s,S,N,2014,N,.,2016-12-31 00:00:00,1,40.796827051370855,42.0,4.0,2017-12-31 00:00:00,2014-02-14,1416
C5021,M,CA,34,30s,M,Y,2014,N,.,2016-12-09 00:00:00,1,34.33120434915038,35.0,4.0,2017-12-09 00:00:00,2014-06-12,1276
C5022,M,TN,53,50s,M,Y,2014,N,.,2017-12-08 00:00:00,1,43.29619619013678,44.0,4.0,2018-12-08 00:00:00,2014-01-03,1800
C5023,F,NV,19,10s,S,N,2014,Y,2015,2014-02-22 00:00:00,1,0.9466849704311996,1.0,1.0,2015-02-22 00:00:00,2014-02-22,365
C5024,F,TX,42,40s,M,Y,2014,N,.,2018-12-29 00:00:00,1,38.36654801165719,39.0,4.0,2018-12-31 00:00:00,2014-04-03,1733
C5025,M,NY,20,20s,S,N,2014,N,.,2018-12-28 00:00:00,1,25.15264782978999,25.0,4.0,2018-12-31 00:00:00,2014-03-28,1739
C5026,M,IA,61,60s+,S,N,2014,N,.,2017-11-15 00:00:00,1,34.99125098856903,36.0,4.0,2018-11-15 00:00:00,2014-01-31,1749
C5027,F,NC,59,50s,M,N,2014,N,.,2016-12-09 00:00:00,1,36.794215588517986,38.0,4.0,2017-12-09 00:00:00,2014-01-28,1411
C5028,M,CA,35,30s,M,Y,2014,N,.,2016-12-21 00:00:00,1,48.78675827814079,50.0,4.0,2017-12-21 00:00:00,2014-01-01,1450
C5029,F,OH,64,60s+,M,N,2014,N,.,2014-12-28 00:00:00,1,39.21145873436399,40.0,4.0,2015-12-28 00:00:00,2014-01-21,706
C5030,F,LA,58,50s,M,N,2014,Y,2015,2014-10-12 00:00:00,1,6.206045917271197,6.0,1.0,2015-10-12 00:00:00,2014-03-21,570
C5031,F,SC,22,20s,M,Y,2014,N,.,2017-12-30 00:00:00,1,36.03315968199999,37.0,4.0,2018-12-30 00:00:00,2015-02-10,1419
C5032,M,CA,30,30s,S,Y,2014,N,.,2016-12-13 00:00:00,1,24.90121865064158,25.0,4.0,2017-12-13 00:00:00,2014-11-15,1124
C5033,M,NJ,55,50s,M,N,2014,N,.,2015-12-13 00:00:00,1,36.912233684736634,37.0,4.0,2016-12-13 00:00:00,2014-02-12,1035
C5034,M,FL,30,30s,M,Y,2014,N,.,2015-12-25 00:00:00,1,31.97771106675878,32.0,4.0,2016-12-25 00:00:00,2014-04-25,975
C5035,F,TX,46,40s,M,Y,2014,N,.,2017-12-26 00:00:00,1,36.811450155010384,38.0,4.0,2018-12-26 00:00:00,2014-02-14,1776
C5036,M,MI,35,30s,M,N,2014,N,.,2016-11-24 00:00:00,1,36.15918788138319,36.0,4.0,2017-11-24 00:00:00,2014-01-10,1414
C5037,M,AL,42,40s,M,Y,2014,N,.,2017-12-30 00:00:00,1,42.34892933198638,44.0,4.0,2018-12-30 00:00:00,2014-01-07,1818
C5038,F,VA,40,40s,S,N,2014,N,.,2017-12-30 00:00:00,1,40.085553653374376,41.0,4.0,2018-12-30 00:00:00,2014-04-04,1731
C5039,M,NC,39,30s,M,Y,2014,Y,2015,2014-12-12 00:00:00,1,10.097973017932796,10.0,1.0,2015-12-12 00:00:00,2014-01-08,703
C5040,M,CA,69,60s+,M,N,2014,N,.,2017-12-26 00:00:00,1,38.71350961108807,39.0,4.0,2018-12-26 00:00:00,2014-02-07,1783
C5041,F,GA,64,60s+,M,N,2014,N,.,2016-12-29 00:00:00,1,42.696823709359826,44.0,4.0,2017-12-29 00:00:00,2014-01-25,1434
C5042,F,IL,64,60s+,M,N,2014,N,.,2016-12-27 00:00:00,1,42.063598137932786,43.0,4.0,2017-12-27 00:00:00,2014-01-11,1446
C5043,M,DC,70,60s+,M,N,2014,N,.,2014-12-27 00:00:00,1,39.50621818361439,40.0,4.0,2015-12-27 00:00:00,2014-03-20,647
C5044,F,SC,57,50s,M,N,2014,Y,2015,.,0,.,,1.0,.,,365
C5045,M,VA,31,30s,M,Y,2014,N,.,2017-11-25 00:00:00,1,46.845281301803965,48.0,4.0,2018-11-25 00:00:00,2014-05-16,1654
C5046,M,CA,74,60s+,S,N,2014,N,.,2014-12-31 00:00:00,1,36.571347118846,37.0,4.0,2015-12-31 00:00:00,2014-01-15,715
C5047,M,MI,46,40s,M,N,2014,N,.,2014-12-21 00:00:00,1,36.01729918496839,37.0,4.0,2015-12-21 00:00:00,2014-01-05,715
C5048,M,VA,68,60s+,M,N,2014,N,.,2016-12-30 00:00:00,1,35.82537712988199,36.0,4.0,2017-12-30 00:00:00,2014-01-05,1455
C5049,M,LA,18,10s,M,Y,2014,N,.,2014-12-16 00:00:00,1,33.89254977373463,35.0,4.0,2015-12-16 00:00:00,2014-01-17,698
C5050,M,MA,56,50s,M,N,2014,N,.,2014-12-28 00:00:00,1,35.80871851559983,36.0,4.0,2015-12-28 00:00:00,2014-01-10,717
C5051,F,NC,25,20s,S,N,2014,Y,2015,2014-08-29 00:00:00,1,3.134579124316639,3.0,1.0,2015-08-29 00:00:00,2014-01-07,599
C5052,M,FL,64,60s+,S,N,2014,N,.,2018-12-08 00:00:00,1,40.95489157703166,42.0,4.0,2018-12-31 00:00:00,2014-01-08,1818
C5053,M,NC,75,60s+,M,N,2014,N,.,2014-12-19 00:00:00,1,41.59856943999959,43.0,4.0,2015-12-19 00:00:00,2014-02-21,666
C5054,F,IL,18,10s,M,N,2014,N,.,2015-12-17 00:00:00,1,29.749237862267993,30.0,4.0,2016-12-17 00:00:00,2014-05-08,954
C5055,F,NV,24,20s,M,Y,2014,N,.,2018-12-05 00:00:00,1,31.855681530999988,32.0,4.0,2018-12-31 00:00:00,2015-01-29,1432
C5056,F,TX,31,30s,M,Y,2014,N,.,2017-12-27 00:00:00,1,31.17234004029919,31.0,4.0,2018-12-27 00:00:00,2014-10-10,1539
C5057,F,TN,41,40s,M,N,2014,N,.,2014-12-28 00:00:00,1,39.642480738670265,40.0,4.0,2015-12-28 00:00:00,2014-02-03,693
C5058,M,CA,26,20s,M,Y,2014,N,.,2015-11-19 00:00:00,1,28.314444167789986,28.0,4.0,2016-11-19 00:00:00,2014-01-23,1031
C5059,F,NC,72,60s+,S,N,2014,N,.,2014-12-30 00:00:00,1,42.8467271093607,44.0,4.0,2015-12-30 00:00:00,2014-04-12,627
C5060,F,AR,36,30s,S,N,2014,N,.,2014-12-05 00:00:00,1,34.924728883785185,36.0,4.0,2015-12-05 00:00:00,2014-01-31,673
C5061,M,GA,32,30s,M,Y,2014,N,.,2016-12-28 00:00:00,1,32.95869604249039,33.0,4.0,2017-12-28 00:00:00,2014-01-30,1428
C5062,F,SC,44,40s,M,Y,2014,N,.,2015-12-25 00:00:00,1,42.45627848573742,43.0,4.0,2016-12-25 00:00:00,2014-07-29,880
C5063,M,TX,74,60s+,S,N,2014,Y,2015,2014-08-01 00:00:00,1,6.206045917271197,6.0,1.0,2015-08-01 00:00:00,2014-01-25,553
C5064,F,VA,57,50s,M,N,2014,N,.,2015-12-11 00:00:00,1,36.787604712241624,37.0,4.0,2016-12-11 00:00:00,2014-02-16,1029
C5065,M,NC,47,40s,M,Y,2014,N,.,2014-12-05 00:00:00,1,39.922899023193224,41.0,4.0,2015-12-05 00:00:00,2014-02-02,671
C5066,F,CA,58,50s,S,N,2014,N,.,2015-12-12 00:00:00,1,33.24905415989879,34.0,4.0,2016-12-12 00:00:00,2014-01-18,1059
C5067,M,WV,70,60s+,S,N,2014,N,.,2016-12-30 00:00:00,1,41.398707592172784,42.0,4.0,2017-12-30 00:00:00,2014-01-17,1443
C5068,F,TN,40,40s,M,Y,2014,N,.,2014-12-15 00:00:00,1,34.37773310358719,35.0,4.0,2015-12-15 00:00:00,2014-03-04,651
C5069,F,SC,21,20s,M,Y,2014,N,.,2017-12-29 00:00:00,1,41.57027474399999,42.0,4.0,2018-12-29 00:00:00,2015-01-02,1457
C5070,F,NY,41,40s,M,Y,2014,N,.,2018-12-12 00:00:00,1,37.468620889529824,39.0,4.0,2018-12-31 00:00:00,2014-01-17,1809
C5071,M,NC,27,20s,S,N,2014,N,.,2016-12-02 00:00:00,1,24.64714716440399,25.0,4.0,2017-12-02 00:00:00,2014-04-28,1314
C5072,M,MD,62,60s+,S,N,2014,N,.,2015-12-26 00:00:00,1,37.072840432488384,38.0,4.0,2016-12-26 00:00:00,2014-01-12,1079
C5073,F,TX,36,30s,M,N,2014,N,.,2017-12-24 00:00:00,1,41.99919498773082,42.0,4.0,2018-12-24 00:00:00,2014-02-10,1778
C5074,M,NV,33,30s,M,Y,2014,Y,2015,2014-05-21 00:00:00,1,0.9466849704311996,1.0,1.0,2015-05-21 00:00:00,2014-05-21,365
C5075,F,WV,33,30s,S,Y,2014,N,.,2015-12-07 00:00:00,1,31.886814325812384,32.0,4.0,2016-12-07 00:00:00,2014-05-09,943
C5076,F,NV,33,30s,M,Y,2014,N,.,2016-12-29 00:00:00,1,38.56883398233119,39.0,4.0,2017-12-29 00:00:00,2014-09-02,1214
C5077,M,NC,29,20s,S,N,2014,N,.,2017-12-29 00:00:00,1,34.48336404878102,34.0,4.0,2018-12-29 00:00:00,2014-01-17,1807
C5078,F,PA,60,60s+,M,N,2014,N,.,2015-12-20 00:00:00,1,42.286958642038414,43.0,4.0,2016-12-20 00:00:00,2014-04-12,983
C5079,M,OR,22,20s,S,N,2014,N,.,2017-12-29 00:00:00,1,36.624046430419185,37.0,4.0,2018-12-29 00:00:00,2014-01-24,1800
C5080,M,TX,51,50s,M,Y,2014,N,.,2018-12-16 00:00:00,1,41.96106590136358,43.0,4.0,2018-12-31 00:00:00,2014-01-12,1814
C5081,F,VA,36,30s,M,Y,2014,Y,2015,2014-12-17 00:00:00,1,7.7628167575358376,8.0,1.0,2015-12-17 00:00:00,2014-01-12,704
C5082,M,CA,21,20s,S,N,2014,N,.,2016-12-06 00:00:00,1,32.33873625514079,32.0,4.0,2017-12-06 00:00:00,2014-01-27,1409
C5083,M,NC,70,60s+,M,N,2014,N,.,2016-12-03 00:00:00,1,42.33009968628543,44.0,4.0,2017-12-03 00:00:00,2014-02-23,1379
C5084,F,TX,20,20s,S,Y,2014,N,.,2016-12-16 00:00:00,1,29.866043220580387,30.0,4.0,2017-12-16 00:00:00,2014-04-04,1352
C5085,F,NY,26,20s,S,N,2014,N,.,2014-12-31 00:00:00,1,30.42019331217199,31.0,4.0,2015-12-31 00:00:00,2014-02-25,674
C5086,M,NC,48,40s,M,Y,2014,Y,2015,2014-10-18 00:00:00,1,9.035582106671118,9.0,1.0,2015-10-18 00:00:00,2014-02-15,610
C5087,F,IN,76,60s+,M,N,2014,N,.,2014-12-24 00:00:00,1,47.06348821471021,48.0,4.0,2015-12-24 00:00:00,2014-02-07,685
C5088,F,FL,21,20s,M,Y,2014,N,.,2015-12-31 00:00:00,1,26.420302382811194,26.0,4.0,2016-12-31 00:00:00,2014-12-03,759
C5089,M,CT,59,50s,M,N,2014,N,.,2015-12-29 00:00:00,1,37.342292334013585,38.0,4.0,2016-12-29 00:00:00,2014-01-04,1090
C5090,F,TX,19,10s,M,Y,2014,N,.,2016-12-26 00:00:00,1,32.93692265063119,33.0,4.0,2017-12-26 00:00:00,2014-11-14,1138
C5091,F,NC,45,40s,M,Y,2014,N,.,2015-12-29 00:00:00,1,44.43801087627639,45.0,4.0,2016-12-29 00:00:00,2014-05-28,946
C5092,F,MD,66,60s+,S,N,2014,N,.,2017-12-29 00:00:00,1,42.46912881332398,44.0,4.0,2018-12-29 00:00:00,2014-04-04,1730
C5093,M,MA,36,30s,M,Y,2014,Y,2015,2014-09-21 00:00:00,1,5.311954556308398,5.0,1.0,2015-09-21 00:00:00,2014-01-17,612
C5094,M,CA,42,40s,M,Y,2014,N,.,2016-12-23 00:00:00,1,42.40776445585662,43.0,4.0,2017-12-23 00:00:00,2014-03-16,1378
C5095,M,MD,59,50s,M,N,2014,N,.,2016-12-09 00:00:00,1,43.92576556887822,45.0,4.0,2017-12-09 00:00:00,2014-02-07,1401
C5096,F,NC,65,60s+,S,N,2014,N,.,2016-12-22 00:00:00,1,49.041652995910816,50.0,4.0,2017-12-22 00:00:00,2014-02-04,1417
C5097,M,SC,22,20s,S,N,2014,N,.,2017-12-18 00:00:00,1,24.669064942999995,25.0,4.0,2018-12-18 00:00:00,2015-05-05,1323
C5098,M,VA,58,50s,M,N,2014,N,.,2016-12-24 00:00:00,1,46.50924576576222,46.0,4.0,2017-12-24 00:00:00,2014-03-06,1389
C5099,M,NC,36,30s,M,N,2014,Y,2015,2014-11-16 00:00:00,1,7.152730887702397,7.0,1.0,2015-11-16 00:00:00,2014-03-21,605
C5100,M,NC,27,20s,M,Y,2014,N,.,2017-11-17 00:00:00,1,21.191278844068393,21.0,4.0,2018-11-17 00:00:00,2014-01-19,1763
C5101,F,MA,54,50s,M,Y,2014,N,.,2016-12-23 00:00:00,1,41.48645279979558,42.0,4.0,2017-12-23 00:00:00,2014-01-08,1445
C5102,F,TX,47,40s,M,N,2014,N,.,2016-12-25 00:00:00,1,40.17847293941283,41.0,4.0,2017-12-25 00:00:00,2014-05-12,1323
C5103,M,VA,42,40s,M,Y,2014,N,.,2014-12-27 00:00:00,1,51.07663560251638,52.0,4.0,2015-12-27 00:00:00,2014-03-21,646
C5104,F,NC,24,20s,M,Y,2014,N,.,2015-10-31 00:00:00,1,22.02176987634959,23.0,4.0,2016-10-31 00:00:00,2014-03-30,946
C5105,M,NV,20,20s,S,N,2014,N,.,2017-12-06 00:00:00,1,26.950107604999992,27.0,4.0,2018-12-06 00:00:00,2016-03-23,988
C5106,M,NC,57,50s,S,N,2014,N,.,2014-12-28 00:00:00,1,35.8439441855424,36.0,4.0,2015-12-28 00:00:00,2014-04-27,610
C5107,M,CA,35,30s,S,N,2014,N,.,2017-12-29 00:00:00,1,36.84221487379744,37.0,4.0,2018-12-29 00:00:00,2014-01-29,1795
C5108,F,AR,44,40s,M,Y,2014,N,.,2017-12-22 00:00:00,1,38.28757726875922,39.0,4.0,2018-12-22 00:00:00,2014-01-25,1792
C5109,M,CA,55,50s,M,N,2014,N,.,2018-12-08 00:00:00,1,39.33033033698998,40.0,4.0,2018-12-31 00:00:00,2014-01-27,1799
C5110,M,NV,44,40s,M,N,2014,Y,2015,.,0,.,,1.0,.,,365
C5111,F,VA,34,30s,M,Y,2014,N,.,2015-12-13 00:00:00,1,30.00510856417199,30.0,4.0,2016-12-13 00:00:00,2014-01-03,1075
C5112,F,FL,66,60s+,M,N,2014,N,.,2017-12-08 00:00:00,1,39.56966645180319,40.0,4.0,2018-12-08 00:00:00,2014-01-25,1778
C5113,F,NC,39,30s,M,N,2014,N,.,2018-12-23 00:00:00,1,41.57157504277838,42.0,4.0,2018-12-31 00:00:00,2014-01-02,1824
C5114,F,TX,40,40s,M,Y,2014,N,.,2018-11-22 00:00:00,1,38.86527560620959,40.0,4.0,2018-12-31 00:00:00,2014-03-01,1766
C5115,M,MD,63,60s+,M,N,2014,Y,2015,2014-08-10 00:00:00,1,3.944520710129998,4.0,1.0,2015-08-10 00:00:00,2014-01-16,571
C5116,M,VA,59,50s,M,N,2014,N,.,2015-11-07 00:00:00,1,31.024786010051827,32.0,4.0,2016-11-07 00:00:00,2014-01-12,1030
C5117,F,CA,19,10s,S,N,2014,N,.,2018-12-29 00:00:00,1,30.301858361599187,30.0,4.0,2018-12-31 00:00:00,2014-06-15,1660
C5118,F,SC,22,20s,M,Y,2014,N,.,2018-12-17 00:00:00,1,40.618857561269984,41.0,4.0,2018-12-31 00:00:00,2015-04-14,1357
C5119,M,CA,47,40s,M,N,2014,N,.,2018-12-23 00:00:00,1,36.940657571836226,38.0,4.0,2018-12-31 00:00:00,2014-06-07,1668
C5120,F,NY,85,60s+,S,N,2014,N,.,2017-12-30 00:00:00,1,39.25129113293439,40.0,4.0,2018-12-30 00:00:00,2014-01-07,1818
C5121,F,AR,58,50s,S,N,2014,N,.,2015-11-20 00:00:00,1,34.34666260081198,35.0,4.0,2016-11-20 00:00:00,2014-04-20,945
C5122,M,FL,42,40s,M,Y,2014,N,.,2018-12-14 00:00:00,1,40.002665750634385,41.0,4.0,2018-12-31 00:00:00,2014-03-08,1759
C5123,M,NC,40,40s,M,Y,2014,N,.,2014-12-27 00:00:00,1,42.10241740183863,43.0,4.0,2015-12-27 00:00:00,2014-01-05,721
C5124,F,NC,29,20s,M,Y,2014,N,.,2016-12-11 00:00:00,1,29.385825527131193,30.0,4.0,2017-12-11 00:00:00,2014-10-07,1161
C5125,M,NC,58,50s,M,N,2014,Y,2015,2014-10-22 00:00:00,1,6.868725396573038,7.0,1.0,2015-10-22 00:00:00,2014-01-25,635
C5126,F,LA,48,40s,S,N,2014,N,.,2017-12-17 00:00:00,1,36.17171715742319,37.0,4.0,2018-12-17 00:00:00,2014-02-08,1773
C5127,M,NY,19,10s,S,N,2014,N,.,2015-12-11 00:00:00,1,27.9376994751084,27.0,4.0,2016-12-11 00:00:00,2014-03-12,1005
C5128,F,MD,25,20s,S,N,2014,N,.,2018-11-22 00:00:00,1,31.863299580930384,32.0,4.0,2018-12-31 00:00:00,2014-01-29,1797
C5129,F,SC,51,50s,M,N,2014,N,.,2017-12-29 00:00:00,1,38.29756596729959,40.0,4.0,2018-12-29 00:00:00,2014-03-22,1743
C5130,F,NC,48,40s,M,Y,2014,N,.,2016-12-22 00:00:00,1,38.98569257827743,40.0,4.0,2017-12-22 00:00:00,2014-04-05,1357
C5131,F,NC,23,20s,S,N,2014,N,.,2016-12-25 00:00:00,1,30.920178589498388,31.0,4.0,2017-12-25 00:00:00,2014-04-04,1361
C5132,F,AL,55,50s,M,N,2014,N,.,2018-12-12 00:00:00,1,43.63450300797763,45.0,4.0,2018-12-31 00:00:00,2014-01-30,1796
C5133,M,CA,28,20s,M,Y,2014,N,.,2016-12-27 00:00:00,1,38.835565148502795,39.0,4.0,2017-12-27 00:00:00,2014-02-23,1403
C5134,M,LA,31,30s,M,N,2014,N,.,2016-12-22 00:00:00,1,27.907320547253427,28.0,4.0,2017-12-22 00:00:00,2014-02-23,1398
C5135,M,NC,50,50s,M,Y,2014,N,.,2015-12-17 00:00:00,1,39.48788214276758,40.0,4.0,2016-12-17 00:00:00,2014-01-10,1072
C5136,M,CA,52,50s,M,Y,2014,Y,2015,2014-09-09 00:00:00,1,5.048986508966398,5.0,1.0,2015-09-09 00:00:00,2014-05-20,477
C5137,M,NY,33,30s,M,N,2014,N,.,2014-12-06 00:00:00,1,24.903225186562395,25.0,4.0,2015-12-06 00:00:00,2014-11-01,400
C5138,F,NY,22,20s,M,N,2014,N,.,2017-12-24 00:00:00,1,28.694527388421584,29.0,4.0,2018-12-24 00:00:00,2014-01-25,1794
C5139,F,GA,49,40s,S,N,2014,N,.,2014-12-29 00:00:00,1,32.78226377259318,34.0,4.0,2015-12-29 00:00:00,2014-06-29,548
C5140,M,TN,29,20s,S,N,2014,N,.,2017-12-22 00:00:00,1,22.78418610491199,22.0,4.0,2018-12-22 00:00:00,2014-05-13,1684
C5141,F,NV,33,30s,M,N,2014,Y,2015,2014-08-20 00:00:00,1,1.0518721893679996,1.0,1.0,2015-08-20 00:00:00,2014-08-20,365
C5142,F,FL,46,40s,M,Y,2014,N,.,2017-12-22 00:00:00,1,38.295231472655175,39.0,4.0,2018-12-22 00:00:00,2014-02-22,1764
C5143,F,MD,40,40s,M,Y,2014,N,.,2017-12-15 00:00:00,1,37.03752994759279,38.0,4.0,2018-12-15 00:00:00,2014-04-04,1716
C5144,F,TX,40,40s,M,Y,2014,N,.,2014-12-11 00:00:00,1,40.95071756962438,42.0,4.0,2015-12-11 00:00:00,2014-03-31,620
C5145,M,WV,25,20s,S,N,2014,N,.,2016-12-21 00:00:00,1,27.123141539440788,27.0,4.0,2017-12-21 00:00:00,2014-09-28,1180
C5146,F,KY,20,20s,S,N,2014,N,.,2016-12-26 00:00:00,1,23.889230021037427,24.0,4.0,2017-12-26 00:00:00,2014-08-08,1236
C5147,M,CA,77,60s+,S,N,2014,N,.,2017-12-29 00:00:00,1,38.806143902023585,39.0,4.0,2018-12-29 00:00:00,2014-03-22,1743
C5148,M,FL,39,30s,M,Y,2014,N,.,2016-12-28 00:00:00,1,41.97821454878367,42.0,4.0,2017-12-28 00:00:00,2014-01-14,1444
C5149,F,FL,30,30s,S,N,2014,Y,2015,2014-12-25 00:00:00,1,2.9978357396987985,3.0,1.0,2015-12-25 00:00:00,2014-04-11,623
C5150,F,CA,60,60s+,M,N,2014,N,.,2017-12-05 00:00:00,1,34.609501658262,36.0,4.0,2018-12-05 00:00:00,2014-02-15,1754
C5151,M,TN,55,50s,M,N,2014,N,.,2017-12-31 00:00:00,1,36.13056417791839,37.0,4.0,2018-12-31 00:00:00,2014-01-13,1813
C5152,M,NV,46,40s,M,Y,2014,N,.,2017-12-29 00:00:00,1,44.85549917308119,46.0,4.0,2018-12-29 00:00:00,2014-10-04,1547
C5153,F,WV,61,60s+,M,N,2014,N,.,2017-12-25 00:00:00,1,43.87907976057198,45.0,4.0,2018-12-25 00:00:00,2014-02-09,1780
C5154,M,NY,54,50s,M,Y,2014,N,.,2016-12-30 00:00:00,1,40.650377703879826,41.0,4.0,2017-12-30 00:00:00,2014-01-31,1429
C5155,F,CA,38,30s,M,Y,2014,N,.,2018-12-13 00:00:00,1,41.42476916428526,42.0,4.0,2018-12-31 00:00:00,2014-01-10,1816
C5156,F,VA,34,30s,S,N,2014,N,.,2014-12-05 00:00:00,1,23.280835595986787,23.0,4.0,2015-12-05 00:00:00,2014-01-16,688
C5157,F,NV,64,60s+,S,N,2014,Y,2015,2014-01-10 00:00:00,1,1.0518721893679996,1.0,1.0,2015-01-10 00:00:00,2014-01-10,365
C5158,M,CA,63,60s+,S,N,2014,N,.,2017-12-30 00:00:00,1,42.68997613986198,43.0,4.0,2018-12-30 00:00:00,2014-01-20,1805
C5159,F,CA,47,40s,S,Y,2014,Y,2015,2014-07-04 00:00:00,1,5.7852970415239975,6.0,1.0,2015-07-04 00:00:00,2014-01-01,549
C5160,F,GA,60,60s+,M,N,2014,N,.,2018-12-28 00:00:00,1,44.27673976279199,46.0,4.0,2018-12-31 00:00:00,2014-01-05,1821
C5161,F,AL,41,40s,M,Y,2014,N,.,2017-11-23 00:00:00,1,37.38385878881704,39.0,4.0,2018-11-23 00:00:00,2014-01-20,1768
C5162,F,TN,55,50s,S,N,2014,N,.,2018-12-22 00:00:00,1,41.93444119727162,43.0,4.0,2018-12-31 00:00:00,2014-01-03,1823
C5163,M,MD,77,60s+,S,N,2014,N,.,2018-12-29 00:00:00,1,36.053024949178386,37.0,4.0,2018-12-31 00:00:00,2014-01-05,1821
C5164,F,CA,31,30s,S,N,2014,N,.,2018-12-02 00:00:00,1,29.86340502011839,30.0,4.0,2018-12-31 00:00:00,2014-04-13,1723
C5165,M,TX,49,40s,M,Y,2014,N,.,2015-12-25 00:00:00,1,44.11081567921759,44.0,4.0,2016-12-25 00:00:00,2014-01-02,1088
C5166,F,NY,25,20s,M,N,2014,N,.,2017-12-31 00:00:00,1,32.38868793913759,33.0,4.0,2018-12-31 00:00:00,2014-03-18,1749
C5167,F,TX,59,50s,M,N,2014,N,.,2015-12-17 00:00:00,1,40.92651461627183,42.0,4.0,2016-12-17 00:00:00,2014-03-28,995
C5168,F,VA,27,20s,M,Y,2014,N,.,2016-12-25 00:00:00,1,26.692398559117994,27.0,4.0,2017-12-25 00:00:00,2014-02-22,1402
C5169,M,OH,47,40s,S,N,2014,N,.,2014-12-26 00:00:00,1,36.435493417715584,37.0,4.0,2015-12-26 00:00:00,2014-01-18,707
C5170,M,NC,34,30s,M,N,2014,N,.,2016-12-23 00:00:00,1,28.385716770183627,28.0,4.0,2017-12-23 00:00:00,2014-01-01,1452
C5171,F,NJ,63,60s+,S,N,2014,N,.,2018-12-27 00:00:00,1,42.90736763592839,44.0,4.0,2018-12-31 00:00:00,2014-01-25,1801
C5172,M,AZ,37,30s,S,N,2014,N,.,2015-12-19 00:00:00,1,31.021176737539985,31.0,4.0,2016-12-19 00:00:00,2014-02-15,1038
C5173,F,LA,18,10s,S,N,2014,N,.,2018-12-21 00:00:00,1,25.06768362866799,25.0,4.0,2018-12-31 00:00:00,2014-10-16,1537
C5174,M,MI,68,60s+,S,N,2014,Y,2015,2014-10-16 00:00:00,1,2.945242130230399,3.0,1.0,2015-10-16 00:00:00,2014-01-23,631
