movie_id,title,release_year,release_date,runtime,mpa_rating,imdb_score,dvd_sales,blu_sales,total_sales,legs,share,inf_income_usa,theater_opening,theater_total,src,awards,poster,metascore,release_dvd,big_awards_num,awards_win_num,awards_nomin_num,reviews_users,reviews_critics,prd_mthd,budget,series_new,income_opening,votes,income_usa,income_int,income_ww,item_id,inv_exist,contract_year,inf,genre_action,genre_adventure,genre_drama,genre_sci-fi,genre_fantasy,genre_thriller,genre_animation,genre_family,genre_musical,genre_comedy,genre_romance,genre_mystery,genre_war,genre_western,genre_history,genre_sport,genre_horror,genre_crime,genre_music,genre_biography,genre_documentary,dvd_over_income,movie_down_sales,contract_price_inf,net_profit,studio,positive_probability,english,dvd,blu,cntry_USA,actor_A,actor_B,actor_C,director_A,director_B,director_C,APPROVED,G,NC-17,NOT RATED,PASSED,PG,PG-13,R,TV-14,TV-G,TV-MA,TV-PG,TV-Y7,inf_income_int,inf_income_ww,inf_budget,inf_income_opening,studio_score,price_class,contract_price
tt0369441,Fun with Dick and Jane,2005,38707,90,PG-13,6.1,29907987.0,.,29907987.0,7.6858820670000005,54.45305322,155583131.0,3056,3239,remake,7 nominations.,https://m.media-amazon.com/images/M/MV5BYTJiMWFiNzgtMDQxZi00NTFiLWE2YjMtNTA5NzY5YzQxZjNjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,47.0,11/4/2006,0,0,7,284,139,live action,140000000.0,0,14383515.0,128526,110550000.0,92468919.0,203018919.0,.,0,.,1.4073553233830849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2705381,.,.,.,Sony Pictures/Columbia,0.077167213,1,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,130136625.40212928,285719756.4021293,197029745.27363187,20242716.404210452,6,1,650
tt1528100,Exodus: Gods and Kings,2014,41985,150,PG-13,6.0,7424926.0,11117837.0,18542763.0,2.695915199,24.23071055,72175360.0,3503,3503,based on religious text,5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,52.0,17-03-2015,0,0,5,738,329,live action,140000000.0,0,24115934.0,154387,65014513.0,203300000.0,268314513.0,.,0,.,1.11014228469265,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11420413199999999,.,.,.,20th Century Fox,0.99169594,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,225691926.47801575,297867286.4780158,155419919.85697103,26772118.06825716,6,1,650
tt3691740,The BFG,2016,42552,115,PG,6.4,9481738.0,8847927.0,18329665.0,2.955139052,27.79098055,58434346.0,3357,3392,based on fiction book/short story,4 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,66.0,29-11-2016,0,4,29,248,367,animation/live action,140000000.0,0,18775350.0,72745,55483770.0,144162910.0,199646680.0,.,0,.,1.053179082820075,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17089210100000002,.,.,.,BUENA VISTA,0.981295884,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151829361.33047304,210263707.33047304,147445071.59481052,19773805.892625898,6,1,650
tt2404233,Gods of Egypt,2016,42426,127,PG-13,5.4,8389915.0,9282984.0,17672899.0,2.205726278,22.43891668,32810175.0,3117,3117,original screenplay,2 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg,25.0,31-05-2016,0,2,16,448,213,live action,140000000.0,0,14123903.0,99631,31153464.0,107683292.0,138836756.0,.,0,.,1.0531790301072137,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269309217,.,.,.,LIONSGATE,0.720383227,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,113409785.02731189,146219960.0273119,147445064.21500993,14874998.462868366,4,3,670
tt0145487,Spider-Man,2002,37379,121,PG-13,7.3,24544723.0,166309.0,24711032.0,3.5498373030000003,49.37493345,639233368.0,3615,3876,based on comic/graphic novel,Nominated for 2 Oscars. Another 16 wins & 61 nominations.,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,73.0,1/11/2002,1,16,77,2109,318,live action,139000000.0,1,114844116.0,659794,407677927.0,418000000.0,825677927.0,.,0,.,1.567986210840402,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060206160999999994,.,.,.,Sony Pictures/Columbia,0.987092495,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,655418236.131288,1294651604.131288,217950083.30681586,180073990.28415558,6,1,650
tt0409459,Watchmen,2009,39878,161,R,7.6,65537258.0,94567823.0,160105081.0,1.9471356659999999,57.49917383,130588570.0,3611,3611,based on comic/graphic novel,11 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,56.0,21-07-2009,0,11,33,1388,482,live action,138000000.0,0,55214334.0,479357,107509799.0,79466451.0,186976250.0,.,0,.,1.2146666742442704,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.609593345,.,.,.,WB,0.023695857999999997,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96525249.75016528,227113819.75016528,167624001.0457093,67067011.45039234,6,10,920
tt0382992,Stealth,2005,38562,121,PG-13,5.1,.,.,.,2.423622755,42.02841351,45644853.0,3495,3495,original screenplay,2 nominations.,https://m.media-amazon.com/images/M/MV5BNzMzNTY0NTYwOV5BMl5BanBnXkFtZTcwMTExNjgyMQ@@._V1_SX300.jpg,35.0,29-01-2008,0,0,2,397,149,live action,138000000.0,0,13251545.0,50357,32116746.0,44300000.0,76416746.0,.,0,.,1.4212166139122562,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Sony Pictures/Columbia,0.400407046,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62959895.996312946,108604748.99631295,196127892.71989134,18833315.91400589,6,3,710
tt0800080,The Incredible Hulk,2008,39612,112,PG-13,6.7,70093191.0,11410403.0,81503594.0,2.432720817,50.76061082,171043311.0,3505,3508,based on comic/graphic novel,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,61.0,21-10-2008,0,1,9,786,393,live action,137500000.0,1,55414050.0,415900,134806913.0,130766946.0,265573859.0,.,0,.,1.2688022238147387,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519952497,.,.,.,Universal,0.143620044,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165917391.88626185,336960702.8862619,174460305.77452657,70309469.87058112,6,1,650
tt0286716,Hulk,2003,37792,138,PG-13,5.6,.,.,.,2.127484233,53.933285700000006,199690644.0,3660,3674,based on comic/graphic novel,3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMzQwZDg1MGEtN2E5My00ZDJlLWI4MzItM2U2MjJhYzlkNmEzXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,54.0,28-10-2003,0,3,17,1481,284,live action,137000000.0,1,62128420.0,244144,132177234.0,112898200.0,245075434.0,.,0,.,1.5107794130417345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Universal,0.110457145,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170564276.32946834,370254920.3294683,206976779.58671764,93862337.90081036,6,1,650
tt0173840,Final Fantasy: The Spirits Within,2001,37083,106,PG-13,6.4,.,.,.,2.8163944260000005,37.74361481,51717479.0,2649,2649,based on game,3 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BZWFmYmViNGEtNzM5NC00NDliLThmNTUtYTY1NjhiN2ZjMGM5XkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_SX300.jpg,49.0,23-10-2001,0,3,14,782,77,digital animation,137000000.0,0,11408853.0,78783,32131830.0,53000000.0,85131830.0,.,0,.,1.6095404152206705,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Sony Pictures/Columbia,0.451685011,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85305642.00669554,137023121.00669554,220507036.88523185,18363009.99481159,6,3,710
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,41229,115,PG-13,5.5,79174823.0,23153778.0,102328601.0,2.07223109,35.23153209,334481193.0,4070,4070,based on fiction book/short story,21 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,52.0,2/3/2013,0,21,35,368,331,live action,136200000.0,1,141067634.0,220558,292324737.0,537400000.0,829724737.0,.,0,.,1.144211045676918,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.270845443,.,.,.,LIONSGATE,0.22785720199999998,1,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,614899015.9467757,949380208.9467757,155841544.42119622,161411145.01030874,4,1,610
tt0481499,The Croods,2013,41355,98,PG,7.2,48580198.0,31590663.0,80170861.0,4.288944942,32.6607464,209729928.0,4046,4065,original screenplay,Nominated for 1 Oscar. Another 5 wins & 45 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,55.0,1/10/2013,1,5,50,226,271,digital animation,135000000.0,1,43639736.0,182176,187168425.0,385900000.0,573068425.0,.,0,.,1.1205411810245238,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.259553384,.,.,.,20th Century Fox,0.789683402,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,432416841.75736374,642146769.7573638,151273059.4383107,48900121.31703843,6,1,650
tt1663202,The Revenant,2015,42377,156,R,8.0,18286775.0,20384544.0,38671319.0,386.964544,34.45762733,193427592.0,3585,3711,based on fiction book/short story,Won 3 Oscars. Another 88 wins & 185 nominations.,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,76.0,19-04-2016,1,88,273,1558,635,live action,135000000.0,0,474560.0,657975,183637894.0,349300408.0,532938302.0,I-1067,1,2015.0,1.0533097923677996,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.09958061800000001,1253.007768,1035.3072730000001,217.7004954,20th Century Fox,0.941542804,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,367921540.2244677,561349132.2244678,142196821.96965295,499858.695066063,6,10,920
tt0143145,The World is Not Enough,1999,36483,128,PG-13,6.4,.,.,.,3.573598215,35.08982623,226691846.0,3163,3165,based on fiction book/short story,7 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_SX300.jpg,57.0,16-05-2000,0,7,19,709,108,live action,135000000.0,1,35519007.0,180233,126930660.0,234800000.0,361730660.0,.,0,.,1.7859502660744062,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,MGM,0.893097758,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,419341122.4742706,646032968.4742706,241103285.92004484,63435180.0023487,4,1,610
tt1192628,Rango,2011,40606,107,PG,7.2,26970387.0,14368821.0,41339208.0,3.242641866,50.25040513,141851327.0,3917,3923,original screenplay,Won 1 Oscar. Another 45 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_SX300.jpg,75.0,15-07-2011,1,45,70,383,376,digital animation,135000000.0,0,38079323.0,223671,123477607.0,122246993.0,245724600.0,.,0,.,1.1488020414908109,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.218423305,.,.,.,Paramount,0.965506375,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140437595.12451288,282288922.1245129,155088275.60125947,43745604.00098799,6,1,650
tt0311113,Master and Commander: The Far Side of the World,2003,37939,139,PG-13,7.4,.,.,.,3.741194273,44.11509241,141423840.0,3101,3101,based on fiction book/short story,Won 2 Oscars. Another 21 wins & 90 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg,81.0,20-04-2004,1,21,111,713,259,live action,135000000.0,0,25105990.0,193360,93926386.0,118985751.0,212912137.0,.,0,.,1.5056880821540393,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.,.,.,.,20th Century Fox,0.611304104,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,179155427.22684807,320579267.22684807,203267891.0907953,37801789.933678485,6,1,650
tt1860353,Turbo,2013,41472,96,PG,6.4,44019173.0,25251356.0,69270529.0,3.8957251860000004,28.94009074,93036440.0,3806,3809,original screenplay,1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,58.0,12/11/2013,0,1,14,109,168,digital animation,135000000.0,0,21312625.0,78456,83028130.0,203868448.0,286896578.0,.,0,.,1.1205411948938269,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5301717979999999,.,.,.,20th Century Fox,0.978163421,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,228442994.32307002,321479434.32307,151273061.31066662,23881674.283824045,6,1,650
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,42524,112,PG-13,6.0,7909819.0,16523427.0,24433246.0,2.3233297509999997,33.44562215,86415037.0,4071,4071,based on comic/graphic novel,10 nominations.,https://m.media-amazon.com/images/M/MV5BMmVkNjVjZTQtNTczYS00ODk5LWFkNjItYjNlMDc5ZjMyYTQwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,40.0,20-09-2016,0,0,10,224,240,animation/live action,135000000.0,1,35316382.0,80339,82051601.0,163276773.0,245328374.0,.,0,.,1.0531791695325972,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.096400544,.,.,.,Paramount,0.054930806,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171959696.19210237,258374733.1921024,142179187.8869006,37194477.865655966,6,1,650
tt1402488,Happy Feet Two,2011,40865,99,PG,5.9,22612858.0,6008434.0,28621292.0,3.0139031430000003,40.5215865,73517582.0,3606,3611,original screenplay,3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1MzU2Nzg2OV5BMl5BanBnXkFtZTcwNzE3MzAxNg@@._V1_SX300.jpg,50.0,13-03-2012,0,3,12,86,160,digital animation,135000000.0,1,21237068.0,39686,64006466.0,93950000.0,157956466.0,.,0,.,1.148596174642731,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.35329021299999996,.,.,.,WB,0.707902968,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107910610.60768457,181428192.60768458,155060483.57676867,24392815.065427553,6,1,650
tt0430357,Miami Vice,2006,38926,132,R,6.0,37743141.0,.,37743141.0,2.4677069869999997,38.74947964,88288882.0,3021,3026,based on tv,1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4MDQ5MTkxMV5BMl5BanBnXkFtZTcwMTU4MzUzMQ@@._V1_SX300.jpg,65.0,5/12/2006,0,1,10,966,243,live action,135000000.0,0,25723815.0,105999,63478838.0,100339718.0,163818556.0,.,0,.,1.39083960547608,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.594578322,.,.,.,Universal,0.979147375,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139556453.79670113,227845335.79670113,187763346.7392708,35777700.70593967,6,1,650
tt5523010,The Nutcracker and the Four Realms,2018,43406,99,PG,5.5,4277070.0,4831783.0,9108853.0,2.6954366910000003,32.26530031,54858851.0,3766,3766,based on folk tale/legend/fairytale,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_SX300.jpg,39.0,29-01-2019,0,1,9,422,170,live action,132900000.0,0,20352491.0,25016,54858851.0,115165449.0,170024300.0,.,0,.,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07796499400000001,.,.,.,BUENA VISTA,0.858485878,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115165449.0,170024300.0,132900000.0,20352491.0,6,1,650
tt0407304,War of the Worlds,2005,38532,116,PG-13,6.5,.,95409.0,95409.0,3.611050525,38.60683075,332963185.0,3908,3910,remake,Nominated for 3 Oscars. Another 16 wins & 45 nominations.,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SX300.jpg,73.0,22-11-2005,1,16,61,2828,414,animation/live action,132000000.0,0,64878725.0,399163,234280354.0,372556181.0,606836535.0,.,0,.,1.4212168426209566,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Paramount,0.993782341,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,529483119.2597416,862446304.2597417,187600623.22596627,92206736.69777332,6,1,650
tt1911658,Penguins of Madagascar,2014,41969,92,PG,6.7,12190129.0,9937528.0,22127657.0,3.275413869,22.71497686,92620231.0,3764,3775,spin-off,7 nominations.,https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_SX300.jpg,53.0,17-03-2015,0,0,7,139,164,digital animation,132000000.0,1,25447444.0,75077,83350911.0,283591620.0,366942531.0,.,0,.,1.111208382593443,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.146250699,.,.,.,20th Century Fox,0.9563704129999999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,315129385.37725425,407749616.3772543,146679506.50233448,28277413.08837721,6,1,650
tt1951264,The Hunger Games: Catching Fire,2013,41600,146,PG-13,7.5,64439015.0,58203941.0,122642956.0,2.686509348,49.10206227,475761870.0,4163,4163,based on fiction book/short story,Nominated for 1 Golden Globe. Another 22 wins & 67 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,76.0,7/3/2014,1,22,89,708,523,live action,130000000.0,1,158074286.0,589651,424668047.0,440200000.0,864868047.0,I-1038,1,2014.0,1.1203147337336636,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15173973,348.4910427,967.7224142000001,-619.2313715,LIONSGATE,0.9025303720000001,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493162545.7895587,968924415.7895586,145640915.38537627,177092951.630229,4,10,880
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,38142,141,PG,7.9,19887141.0,6816774.0,26703915.0,2.665863435,31.34087475,366070829.0,3855,3855,based on fiction book/short story,Nominated for 2 Oscars. Another 17 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_SX300.jpg,82.0,22-11-2004,1,17,68,1575,293,animation/live action,130000000.0,1,93687367.0,512143,249757726.0,547149597.0,796907323.0,.,0,.,1.4657037236157409,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.079625729,.,.,.,WB,0.733072281,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,801959201.697752,1168030030.697752,190541484.0700463,137317922.66765448,6,10,920
tt0440963,The Bourne Ultimatum,2007,39297,113,PG-13,8.0,127249982.0,2591769.0,129841751.0,3.283183531,51.22721609,301200787.0,3660,3701,based on fiction book/short story,Won 3 Oscars. Another 26 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,85.0,11/12/2007,1,26,67,869,337,live action,130000000.0,1,69283690.0,588989,227471070.0,216572326.0,444043396.0,.,0,.,1.3241278858010384,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.559411718,.,.,.,Universal,0.953162849,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,286769456.14939326,587970243.1493932,172136625.154135,91740465.96019454,6,10,920
tt5095030,Ant-Man and the Wasp,2018,43287,118,PG-13,7.1,15748371.0,33135987.0,48884358.0,2.8577026610000003,34.76700579,216648740.0,4206,4206,based on comic/graphic novel,18 nominations.,https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,70.0,16-10-2018,0,0,18,928,431,animation/live action,130000000.0,1,75812205.0,275709,216648740.0,406495920.0,623144660.0,I-1102,1,2018.0,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.072690804,180.0,730.0,-550.0,BUENA VISTA,0.951651514,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,406495920.0,623144660.0,130000000.0,75812205.0,6,1,650
tt0441773,Kung Fu Panda,2008,39605,91,PG,7.5,146769389.0,1685188.0,148454577.0,3.5763230810000004,34.09257805,273343892.0,4114,4136,original screenplay,Nominated for 1 Oscar. Another 14 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,73.0,9/11/2008,1,14,52,412,274,digital animation,130000000.0,1,60239130.0,396138,215434591.0,416475940.0,631910531.0,.,0,.,1.268802241697574,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.681271231,.,.,.,Paramount,0.10104154800000001,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528425606.2851043,801769498.2851043,164944291.4206846,76431543.18191157,6,10,920
tt0478970,Ant-Man,2015,42202,117,PG-13,7.3,33816744.0,40375057.0,74191801.0,3.1489822039999997,34.73050566,194738038.0,3856,3868,based on comic/graphic novel,Nominated for 1 BAFTA Film Award. Another 3 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,64.0,8/12/2015,1,3,36,704,576,live action,130000000.0,1,57225526.0,533219,180202163.0,338656286.0,518858449.0,I-1056,1,2015.0,1.0806642648346014,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18766003399999998,1007.557809,755.7743092999997,251.7834997,BUENA VISTA,0.955580592,1,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365973746.34180653,560711784.3418065,140486354.42849818,61841580.98456337,6,1,650
tt2224026,Home,2015,42090,94,PG,6.6,38202250.0,30093556.0,68295806.0,3.4044374339999997,45.95815465,191707150.0,3708,3801,based on fiction book/short story,3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,55.0,28-07-2015,0,3,12,247,177,digital animation,130000000.0,0,52107731.0,88185,177397510.0,208600386.0,385997896.0,.,0,.,1.0806642663699169,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.215348288,.,.,.,20th Century Fox,0.9803065059999999,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,225426983.10117146,417134133.1011715,140486354.6280892,56310962.89331597,6,1,650
tt5028340,Mary Poppins Returns,2018,43453,130,PG,6.7,6132478.0,16374137.0,22506615.0,7.310188049,49.19304451,171958438.0,4090,4090,based on fiction book/short story,Nominated for 4 Oscars. Another 19 wins & 103 nominations.,https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@._V1_SX300.jpg,66.0,.,1,19,122,1086,301,animation/live action,130000000.0,1,23523121.0,67636,171958438.0,177600000.0,349558438.0,.,0,.,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.035662558999999996,.,.,.,BUENA VISTA,0.9927231670000001,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,177600000.0,349558438.0,130000000.0,23523121.0,6,1,650
tt0448694,Puss in Boots,2011,40844,90,PG,6.6,49216103.0,21879896.0,71095999.0,4.38003877,26.89439135,171455511.0,3952,3963,spin-off,Nominated for 1 Oscar. Another 9 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg,65.0,24-02-2012,1,9,51,151,254,digital animation,130000000.0,1,34077439.0,137961,149260504.0,405726973.0,554987477.0,.,0,.,1.1486997993789436,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.329732928,.,.,.,Paramount,0.9728538990000001,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,466058492.4877261,637514003.4877261,149330973.91926268,39144747.342648186,6,1,650
